Department Family                                                                                                                                     v         h,Entity,Date,Expense Type,Expense Area,Supplier Name,Transaction Number, Spend 
Home Office,Home Office,10/10/2014,IT - Other Costs,CSG - Corporate Services Group,MOZAIC SERVICES LTD,1001643180,"40,236.00"
Home Office,Home Office,10/10/2014,IT - Other Costs,CSG - Corporate Services Group,MOZAIC SERVICES LTD,1001643180,"36,036.00"
Home Office,Home Office,10/10/2014,IT - Other Costs,CSG - Corporate Services Group,MOZAIC SERVICES LTD,1001643180,"64,596.00"
Home Office,Home Office,10/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,SODEXO PROPERTY SOLUTIONS LTD,1001643223,"224,895.60"
Home Office,Home Office,13/10/2014,"IT, Telecomms Managed Service",CSG - Corporate Services Group,ALPINE RESOURCING LIMITED,1001643868,"15,085.80"
Home Office,Home Office,13/10/2014,"IT, Telecomms Managed Service",CSG - Corporate Services Group,ALPINE RESOURCING LIMITED,1001643868,"51,503.71"
Home Office,Home Office,13/10/2014,"IT, Telecomms Managed Service",CSG - Corporate Services Group,ALPINE RESOURCING LIMITED,1001643868,"16,427.29"
Home Office,Home Office,13/10/2014,"IT, Telecomms Managed Service",CSG - Corporate Services Group,ALPINE RESOURCING LIMITED,1001643868,489.6
Home Office,Home Office,13/10/2014,"IT, Telecomms Managed Service",CSG - Corporate Services Group,ALPINE RESOURCING LIMITED,1001643868,"40,098.24"
Home Office,Home Office,13/10/2014,"IT, Telecomms Managed Service",CSG - Corporate Services Group,ALPINE RESOURCING LIMITED,1001643868,"65,147.40"
Home Office,Home Office,13/10/2014,"IT, Telecomms Managed Service",CSG - Corporate Services Group,VODAFONE CORPORATE,1001643963,"95,361.10"
Home Office,Home Office,13/10/2014,"IT, Telecomms Managed Service",CSG - Corporate Services Group,VODAFONE CORPORATE,1001643963,"57,541.37"
Home Office,Home Office,14/10/2014,Conferences & Events,CSG - Corporate Services Group,CALDER CONFERENCES LTD,1001644623,"29,445.96"
Home Office,Home Office,14/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,HEWLETT PACKARD (HP) LTD,1001644679,"93,466.47"
Home Office,Home Office,14/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,HEWLETT PACKARD (HP) LTD,1001644679,"179,044.13"
Home Office,Home Office,14/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,HEWLETT PACKARD (HP) LTD,1001644679,"108,522.73"
Home Office,Home Office,14/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,HEWLETT PACKARD (HP) LTD,1001644679,"80,367.47"
Home Office,Home Office,14/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,HEWLETT PACKARD (HP) LTD,1001644679,"91,055.09"
Home Office,Home Office,14/10/2014,Facilities Management Services,CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001644682,"81,773.36"
Home Office,Home Office,14/10/2014,Facilities Management Services,CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001644683,"43,180.77"
Home Office,Home Office,14/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,MINISTRY OF JUSTICE,3000049038,"170,968.25"
Home Office,Home Office,15/10/2014,Contingent Labour,CSG - Corporate Services Group,ADVANTAGE TECHNICAL RESOURCING,1001645218,"46,307.11"
Home Office,Home Office,15/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,CENTURYLINK TECHNOLOGY UK LIMITED,1001645252,"1,080.00"
Home Office,Home Office,15/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,CENTURYLINK TECHNOLOGY UK LIMITED,1001645252,"9,988.84"
Home Office,Home Office,15/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,CENTURYLINK TECHNOLOGY UK LIMITED,1001645252,"3,594.38"
Home Office,Home Office,15/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,CENTURYLINK TECHNOLOGY UK LIMITED,1001645252,"44,475.46"
Home Office,Home Office,15/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,CENTURYLINK TECHNOLOGY UK LIMITED,1001645252,"13,039.68"
Home Office,Home Office,15/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,CENTURYLINK TECHNOLOGY UK LIMITED,1001645252,56.06
Home Office,Home Office,15/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,CENTURYLINK TECHNOLOGY UK LIMITED,1001645252,"11,928.00"
Home Office,Home Office,15/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,CENTURYLINK TECHNOLOGY UK LIMITED,1001645252,592.32
Home Office,Home Office,15/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,CENTURYLINK TECHNOLOGY UK LIMITED,1001645252,"3,594.38"
Home Office,Home Office,15/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,CENTURYLINK TECHNOLOGY UK LIMITED,1001645252,"3,776.64"
Home Office,Home Office,15/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,CSC COMPUTER SCIENCES CORPORATION,1001645263,"374,315.38"
Home Office,Home Office,15/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,CSC COMPUTER SCIENCES CORPORATION,1001645263,"81,042.56"
Home Office,Home Office,15/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,CSC COMPUTER SCIENCES CORPORATION,1001645263,"66,719.06"
Home Office,Home Office,15/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,CSC COMPUTER SCIENCES CORPORATION,1001645263,"74,719.63"
Home Office,Home Office,15/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,CSC COMPUTER SCIENCES CORPORATION,1001645263,"191,077.51"
Home Office,Home Office,15/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,CSC COMPUTER SCIENCES CORPORATION,1001645263,"31,846.87"
Home Office,Home Office,15/10/2014,Estates,CSG - Corporate Services Group,DTZ DEBENHAM TIE LEUNG LTD,1001645269,"69,309.26"
Home Office,Home Office,15/10/2014,"IT, Telecomms Software",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001645278,"28,857.84"
Home Office,Home Office,15/10/2014,"IT, Telecomms Software",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001645278,"16,201.79"
Home Office,Home Office,15/10/2014,"IT, Telecomms Software",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001645278,"16,201.79"
Home Office,Home Office,15/10/2014,"IT, Telecomms Software",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001645278,"16,201.79"
Home Office,Home Office,15/10/2014,"IT, Telecomms Software",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001645278,"16,201.79"
Home Office,Home Office,15/10/2014,"IT, Telecomms Software",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001645278,"12,180.47"
Home Office,Home Office,15/10/2014,"IT, Telecomms Software",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001645278,"12,180.47"
Home Office,Home Office,15/10/2014,"IT, Telecomms Software",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001645278,"12,180.47"
Home Office,Home Office,15/10/2014,"IT, Telecomms Software",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001645278,"12,180.47"
Home Office,Home Office,15/10/2014,"IT, Telecomms Software",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001645278,"89,708.85"
Home Office,Home Office,15/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001645287,"279,218.28"
Home Office,Home Office,16/10/2014,Procurement Card,CSG - Corporate Services Group,BARCLAYS BANK,1001645840,"91,322.11"
Home Office,Home Office,16/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,DTZ DEBENHAM TIE LEUNG LTD,1001645866,"89,407.35"
Home Office,Home Office,16/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,DTZ DEBENHAM TIE LEUNG LTD,1001645867,"37,387.07"
Home Office,Home Office,16/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001645879,"28,560.55"
Home Office,Home Office,16/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001645879,"8,979.89"
Home Office,Home Office,16/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001645879,"24,275.94"
Home Office,Home Office,16/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,WATES INTERIORS LTD,1001645935,"63,090.98"
Home Office,Home Office,16/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,WATES INTERIORS LTD,1001645935,"6,239.77"
Home Office,Home Office,17/10/2014,"IT, Telecomms Managed Service",CSG - Corporate Services Group,FINCORE LTD,1001646405,"59,520.00"
Home Office,Home Office,17/10/2014,"IT, Telecomms Hardware",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001646407,"2,457,193.17"
Home Office,Home Office,17/10/2014,"IT, Telecomms Hardware",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001646407,"1,101,989.88"
Home Office,Home Office,17/10/2014,"IT, Telecomms Hardware",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001646407,"939,769.61"
Home Office,Home Office,17/10/2014,"IT, Telecomms Hardware",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001646407,"957,843.66"
Home Office,Home Office,17/10/2014,"IT, Telecomms Hardware",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001646407,"3,471,866.51"
Home Office,Home Office,17/10/2014,"IT, Telecomms Hardware",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001646407,"1,249,761.59"
Home Office,Home Office,17/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,IBM DIRECT UNITED KINGDOM LTD,1001646417,"1,598,511.32"
Home Office,Home Office,17/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,IBM DIRECT UNITED KINGDOM LTD,1001646417,"-44,199.60"
Home Office,Home Office,17/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,MINISTRY OF JUSTICE,3000049061,"206,605.20"
Home Office,Home Office,20/10/2014,Professional & Administration Services,CSG - Corporate Services Group,INTERGOVERNMENT CONSULTATIONS,7000008976,"65,850.00"
Home Office,Home Office,20/10/2014,Estates,CSG - Corporate Services Group,MOTT MACDONALD LTD,1001647001,"39,409.46"
Home Office,Home Office,20/10/2014,Office Equipment & Machines,CSG - Corporate Services Group,SPECIALIST COMPUTER CENTRES PLC,1001647051,"1,489.80"
Home Office,Home Office,20/10/2014,"IT, Telecomms Hardware",CSG - Corporate Services Group,SPECIALIST COMPUTER CENTRES PLC,1001647051,"27,513.00"
Home Office,Home Office,20/10/2014,"IT, Telecomms Managed Service",CSG - Corporate Services Group,VODAFONE LTD,1001647071,"188,550.00"
Home Office,Home Office,20/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,VODAFONE LTD,1001647071,"403,062.36"
Home Office,Home Office,21/10/2014,PCD National Applications ICT,CSG - Corporate Services Group,AFFINI TECHNOLOGY LTD,1001647530,"32,364.00"
Home Office,Home Office,21/10/2014,Fleet Management,CSG - Corporate Services Group,INCHCAPE FLEET SOLUTIONS LTD,1001647563,"106,344.53"
Home Office,Home Office,21/10/2014,Facilities Management Services,CSG - Corporate Services Group,INTERSERVE (FACILITIES MANAGEMENT) LTD.,1001647564,"44,213.88"
Home Office,Home Office,21/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,METHODS ADVISORY LTD,1001647573,"43,884.00"
Home Office,Home Office,22/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001647947,"26,141.12"
Home Office,Home Office,22/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001647949,"28,968.62"
Home Office,Home Office,22/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,CENTURYLINK TECHNOLOGY UK LIMITED,1001648027,"98,621.28"
Home Office,Home Office,22/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,CENTURYLINK TECHNOLOGY UK LIMITED,1001648027,"76,094.88"
Home Office,Home Office,22/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,CENTURYLINK TECHNOLOGY UK LIMITED,1001648027,"76,094.88"
Home Office,Home Office,22/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,CENTURYLINK TECHNOLOGY UK LIMITED,1001648027,"76,094.88"
Home Office,Home Office,22/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,CENTURYLINK TECHNOLOGY UK LIMITED,1001648027,"76,094.88"
Home Office,Home Office,22/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,CENTURYLINK TECHNOLOGY UK LIMITED,1001648027,"76,094.88"
Home Office,Home Office,22/10/2014,"Travel, Food & Lodging",CSG - Corporate Services Group,ENTERPRISE RENT-A-CAR UK LTD,1001648039,"115,442.92"
Home Office,Home Office,22/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,HM REVENUE & CUSTOMS,3000049078,"1,960,000.00"
Home Office,Home Office,22/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,HM REVENUE & CUSTOMS,3000049078,"1,960,000.00"
Home Office,Home Office,23/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,ATOS IT SERVICES UK LTD T/A OH ASSIST,1001648505,"1,264,199.08"
Home Office,Home Office,23/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,ATOS IT SERVICES UK LTD T/A OH ASSIST,1001648505,"948,856.75"
Home Office,Home Office,23/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,ATOS IT SERVICES UK LTD T/A OH ASSIST,1001648505,"458,768.55"
Home Office,Home Office,23/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,ATOS IT SERVICES UK LTD T/A OH ASSIST,1001648505,"961,649.55"
Home Office,Home Office,23/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,ATOS IT SERVICES UK LTD T/A OH ASSIST,1001648505,"409,851.55"
Home Office,Home Office,23/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,ATOS IT SERVICES UK LTD T/A OH ASSIST,1001648505,"31,606.08"
Home Office,Home Office,23/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,ATOS IT SERVICES UK LTD T/A OH ASSIST,1001648505,"25,915.76"
Home Office,Home Office,23/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,ATOS IT SERVICES UK LTD T/A OH ASSIST,1001648505,"26,221.48"
Home Office,Home Office,23/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,DTZ DEBENHAM TIE LEUNG LTD,1001648535,"1,061,547.92"
Home Office,Home Office,23/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,DTZ DEBENHAM TIE LEUNG LTD,1001648531,"348,274.21"
Home Office,Home Office,23/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,DTZ DEBENHAM TIE LEUNG LTD,1001648532,"883,902.99"
Home Office,Home Office,23/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,DTZ DEBENHAM TIE LEUNG LTD,1001648530,"88,826.39"
Home Office,Home Office,23/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,DTZ DEBENHAM TIE LEUNG LTD,1001648534,"2,056,563.75"
Home Office,Home Office,23/10/2014,"IT, Telephone Network Costs",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001648543,"41,350.56"
Home Office,Home Office,23/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,FUJITSU SERVICES LTD,1001648543,"238,084.18"
Home Office,Home Office,23/10/2014,IT - Other Costs,CSG - Corporate Services Group,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,1001648551,"27,305.38"
Home Office,Home Office,23/10/2014,Education & Training Services,CSG - Corporate Services Group,OXFORD SAID BUSINESS SCHOOL,1001648571,"30,000.00"
Home Office,Home Office,23/10/2014,Delivery of Consultancy programmes,CSG - Corporate Services Group,PROCSERVE SHARED SERVICES LTD,1001648581,"111,030.00"
Home Office,Home Office,23/10/2014,Delivery of Consultancy programmes,CSG - Corporate Services Group,PROCSERVE SHARED SERVICES LTD,1001648581,"4,385.54"
Home Office,Home Office,24/10/2014,Office Equipment & Machines,CSG - Corporate Services Group,3M COGENT INC,7000008993,"-15,690.22"
Home Office,Home Office,24/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,AIRWAVE SOLUTIONS LTD,1001649115,"104,353.18"
Home Office,Home Office,24/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,AIRWAVE SOLUTIONS LTD,1001649115,"66,784.23"
Home Office,Home Office,24/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,AIRWAVE SOLUTIONS LTD,1001649115,"47,713.30"
Home Office,Home Office,24/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,AIRWAVE SOLUTIONS LTD,1001649115,"126,272.78"
Home Office,Home Office,24/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,AIRWAVE SOLUTIONS LTD,1001649115,"797,426.47"
Home Office,Home Office,24/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,AIRWAVE SOLUTIONS LTD,1001649115,"867,088.09"
Home Office,Home Office,24/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,AIRWAVE SOLUTIONS LTD,1001649115,"499,126.17"
Home Office,Home Office,24/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,AIRWAVE SOLUTIONS LTD,1001649115,"33,131.04"
Home Office,Home Office,24/10/2014,"IT, Broadcasting & Telecomms",CSG - Corporate Services Group,AIRWAVE SOLUTIONS LTD,1001649115,"120,256.99"
Home Office,Home Office,24/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001649117,"25,206.42"
Home Office,Home Office,24/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001649117,"4,523.07"
Home Office,Home Office,24/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001649117,"91,633.20"
Home Office,Home Office,24/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001649117,"217,353.53"
Home Office,Home Office,24/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001649117,"204,506.62"
Home Office,Home Office,24/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001649117,"138,579.17"
Home Office,Home Office,24/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001649117,"132,561.54"
Home Office,Home Office,24/10/2014,"Building, Construction & Refurbishment Services",CSG - Corporate Services Group,AMEY COMMUNITY LTD,1001649117,"449,534.58"
