Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Project Code,Expenditure Type,Supplier tab final,Contract Number,,,,,,,,,,,,,,,
Department of Health,Department of Health,41866,Research & development,DG: RDD,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ERS-525358-92986,42543,Research Capability Funding,SW10 9NH,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-525360-92982,"£610,960.00",Bio-Medical Centres,WC1N 3JH,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-525360-92982,"£187,482.00",Research Capability Funding,WC1N 3JH,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-525362-92974,"£321,124.00",Research Capability Funding,SE1 9RT,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-525362-92974,"£1,796,240.00",Comprehensive Networks,SE1 9RT,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-525362-92974,"£67,014.00",Comprehensive Networks,SE1 9RT,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-525362-92974,"£102,604.00",CRFs - CRII,SE1 9RT,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-525362-92974,"£1,015,028.00",Bio-Medical Centres,SE1 9RT,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-525363-93005,"£197,927.00",CRFs - CRII,W12 0HS,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-525363-93005,"£548,360.00",Research Capability Funding,W12 0HS,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-525363-93005,"£1,904,656.00",Bio-Medical Centres,W12 0HS,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-525363-93005,"£134,402.00",Quality and Safety Research Centres,W12 0HS,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,41866,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-525363-93005,50937,Network Research Capability Funding,W12 0HS,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-525363-93005,"£1,068,750.00",Network Research Capability Funding,W12 0HS,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-525363-93005,"£35,890.00",Research for Patient Benefit,W12 0HS,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-525365-92975,"£89,225.00",CLAHRCs,SE5 9RS,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-525365-92975,"£54,528.00",Research Capability Funding,SE5 9RS,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-525366-92987,"£166,057.00",Research Capability Funding,LS9 7TF,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-525366-92987,"£11,037.00",CRFs - CRII,LS9 7TF,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-525366-92987,"£112,276.00",Biomedical Units,LS9 7TF,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-525367-93009,"£90,189.00",NIHR Fellowships,LS2 9JT,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,LONDON SCHOOL OF ECONOMICS,ERS-525368-93010,"£145,020.00",National School for Social Care Research,WC2A 2AE,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-525369-93015,"£58,475.00",Research Capability Funding,M21 9UN,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-525371-92983,"£480,195.00",Bio-Medical Centres,EC1V 2PD,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,41866,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-525371-92983,100924,CRFs - CRII,EC1V 2PD,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-525371-92983,"£130,802.00",Research Capability Funding,EC1V 2PD,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-525372-93014,"£114,689.00",Research Capability Funding,LS15 7TW,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,NHS BRISTOL CCG 11H,ERS-525374-93023,"£66,576.00",Research Capability Funding,BS1 3NX,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,NHS Cambridgeshire and Peterborough CCG 06H,ERS-525375-93022,"£49,859.00",Research Capability Funding,CB2 8FH,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,NHS LIVERPOOL CCG,ERS-525376-93026,"£84,000.00",CLAHRCs,L1 4AZ,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,NHS NORTH STAFFORDSHIRE CCG 05G,ERS-525377-93024,"£26,906.00",Research Capability Funding,ST5 1QG,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,NHS OXFORDSHIRE CCG 10Q,ERS-525378-93021,"£65,283.00",Research Capability Funding,OX4 2LH,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-525379-92978,"£45,494.00",Research Capability Funding,NR4 7UY,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-525379-92978,"£1,672,105.00",Comprehensive Networks,NR4 7UY,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-525379-92978,"£67,699.00",Comprehensive Networks,NR4 7UY,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,ERS-525380-92996,"£96,987.00",Research Capability Funding,BS1 2NP,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,41866,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,ERS-525380-92996,96570.99,HTA Commissioned Research,BS1 2NP,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-525384-92999,"£104,288.00",Biomedical Units,NG7 2UK,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-525384-92999,"£121,090.00",Biomedical Units,NG7 2UK,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-525384-93000,"£152,597.00",Research Capability Funding,NG7 2UK,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,ERS-525385-92971,"£60,767.00",Research Capability Funding,NG3 6AA,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,ERS-525385-92971,"£145,658.00",CLAHRCs,NG3 6AA,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-525386-92981,"£83,334.00",CLAHRCs,OX4 2GX,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-525386-92981,"£100,141.00",Research Capability Funding,OX4 2GX,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-525387-92993,"£1,126,577.00",Comprehensive Networks,OX3 7HE,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-525387-92993,"£55,559.00",Comprehensive Networks,OX3 7HE,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-525387-92993,"£67,969.00",CRFs - CRII,OX3 7HE,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-525387-92993,"£175,000.00",Biomedical Units,OX3 7HE,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,41866,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-525387-92993,535915,Research Capability Funding,OX3 7HE,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-525388-93012,"£381,500.00",School of Primary Care Research,OX1 2XN,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-525389-92991,"£171,941.00",Biomedical Units,UB9 6JH,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-525389-92991,"£132,769.00",Research Capability Funding,UB9 6JH,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,ROYAL CORNWALL HOSPITAL NHS TRUST,ERS-525390-92968,"£27,038.00",Research Capability Funding,TR1 2XN,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-525391-92970,"£104,333.00",CRFs - CRII,EX2 5DW,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-525391-92970,"£166,666.00",CLAHRCs,EX2 5DW,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-525391-92970,"£53,521.00",Network Research Capability Funding,EX2 5DW,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-525391-92970,"£976,433.00",Network Research Capability Funding,EX2 5DW,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-525391-92970,"£68,968.00",Research Capability Funding,EX2 5DW,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,ROYAL FREE LONDON NHS FOUNDATION TRUST,ERS-525392-92964,"£62,576.00",Research Capability Funding,NW3 1QG,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-525393-92985,"£1,392,137.00",Comprehensive Networks,L7 8XP,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,41866,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-525393-92985,60581,Comprehensive Networks,L7 8XP,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-525393-92985,"£109,384.00",Biomedical Units,L7 8XP,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-525393-92985,"£48,443.00",Research Capability Funding,L7 8XP,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ERS-525394-92961,"£56,070.00",Network Research Capability Funding,GU2 7XX,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ERS-525394-92961,"£1,248,569.00",Network Research Capability Funding,GU2 7XX,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-525395-92980,"£50,450.00",Research Capability Funding,M6 8HD,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-525395-92980,"£129,191.00",Quality and Safety Research Centres,M6 8HD,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-525395-92980,"£166,666.00",CLAHRCs,M6 8HD,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-525396-92973,"£111,762.00",Research Capability Funding,S5 7AU,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-525396-92973,"£55,172.00",CRFs - CRII,S5 7AU,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-525396-92973,"£335,324.00",CLAHRCs,S5 7AU,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-525396-92973,"£88,261.00",Network Research Capability Funding,S5 7AU,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,41866,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-525396-92973,2394252,Network Research Capability Funding,S5 7AU,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-525397-92995,"£13,002.68",HTA Commissioned Research,BR3 3BX,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-525397-92995,"£86,151.00",CRFs - CRII,BR3 3BX,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-525397-92995,"£120,251.00",Biomedical Units,BR3 3BX,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-525397-92995,"£859,149.00",Biomedical Units,BR3 3BX,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-525397-92995,"£392,830.00",Research Capability Funding,BR3 3BX,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,THE CHRISTIE NHS FOUNDATION TRUST,ERS-525399-92967,"£81,818.00",CRFs - CRII,M20 4BX,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,THE CHRISTIE NHS FOUNDATION TRUST,ERS-525399-92967,"£26,274.00",Research Capability Funding,M20 4BX,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-525400-92992,"£87,700.00",Biomedical Units,NE7 7DN,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-525400-92992,"£72,727.00",CRFs - CRII,NE7 7DN,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-525400-92992,"£71,567.00",Network Research Capability Funding,NE7 7DN,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-525400-92992,"£1,540,593.00",Network Research Capability Funding,NE7 7DN,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,41866,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-525400-92992,167994,Research Capability Funding,NE7 7DN,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-525402-92984,"£53,615.00",CRFs - CRII,SM2  5PT,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-525402-92984,"£1,034,062.00",Bio-Medical Centres,SM2  5PT,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-525402-92984,"£244,881.00",Research Capability Funding,SM2  5PT,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,THE ROYAL WOLVERHAMPTON NHS TRUST,ERS-525403-92977,"£88,202.00",Network Research Capability Funding,WV10 0QP,,Programme,NHS,,,,,,,,,,,,,,,,
Department of Health,Department of Health,15/08/2014,Research & development,DG: RDD,THE ROYAL WOLVERHAMPTON NHS TRUST,ERS-525403-92977,"£2,411,750.00",Network Research Capability Funding,WV10 0QP,,Programme,NHS,,,,,,,,,,,,,,,,
