Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number, Amount ,Vat Registration Num,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,CENTRAL & EASTERN CHESHIRE PCT,PUBLIC,CW5 5QU,HAFS-13950,"51,000,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,CENTRAL LANCASHIRE PCT,PUBLIC,PR26 6TR,HAFS-13951,"59,500,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,CITY AND HACKNEY TEACHING PCT,PUBLIC,E1 1RD,HAFS-13952,"46,000,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,CORNWALL & ISLES OF SCILLY PCT,PUBLIC,PL25 5AS,HAFS-13953,"65,500,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,COUNTY DURHAM PCT,PUBLIC,DL14 6WA,HAFS-13954,"78,673,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,COVENTRY TEACHING PCT,PUBLIC,CV1 2GQ,HAFS-13955,"31,000,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,CROYDON PCT,PUBLIC,CR0 6SR,HAFS-13956,"44,000,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,CUMBRIA PCT,PUBLIC,CA2 7HX,HAFS-13957,"62,000,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,DARLINGTON PCT,PUBLIC,DL14 6WA,HAFS-13958,"14,678,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,DERBY CITY PCT,PUBLIC,WF3 1WE,HAFS-13959,"32,000,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,DERBYSHIRE COUNTY PCT,PUBLIC,S41 7PF,HAFS-13960,"83,000,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,DEVON PCT,PUBLIC,TQ12 4PH,HAFS-13961,"91,000,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,DONCASTER PCT,PUBLIC,DN4 5DJ,HAFS-13962,"38,500,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,DORSET PCT,PUBLIC,DT2 9TB,HAFS-13963,"49,000,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,DUDLEY PCT,PUBLIC,DY2 8PP,HAFS-13964,"31,000,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,EALING PCT,PUBLIC,UB2 4SA,HAFS-13965,"50,000,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,EAST LANCASHIRE PCT,PUBLIC,BB9 5SZ,HAFS-13966,"51,425,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,EAST MIDLANDS SHA,PUBLIC,WF3 1WE,HAFS-13967,"30,000,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,EAST OF ENGLAND SHA,PUBLIC,CB1 5XB,HAFS-13968,"52,500,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,EAST RIDING OF YORKSHIRE PCT,PUBLIC,HU10 6DT,HAFS-13969,"33,500,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,EAST SUSSEX DOWNS & WEALD PCT,PUBLIC,BN21 3UN,HAFS-13970,"35,000,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,EASTERN & COASTAL KENT PCT,PUBLIC,CT1 3NG,HAFS-13971,"87,000,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,ENFIELD PCT,PUBLIC,EN1 1NJ,HAFS-13972,"37,500,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,GATESHEAD PCT,PUBLIC,NE11 0NB,HAFS-13973,"28,200,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,GLOUCESTERSHIRE PCT,PUBLIC,GL2 8DN,HAFS-13974,"65,000,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,GREAT YARMOUTH AND WAVENY PCT,PUBLIC,NR31 0LT,HAFS-13975,"28,000,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,GREENWICH TEACHING PCT,PUBLIC,SE10 8EX,HAFS-13976,"41,000,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HALTON & ST HELENS PCT,PUBLIC,WA10 2AP,HAFS-13977,"40,105,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HAMMERSMITH AND FULHAM PCT,PUBLIC,WF3 1WE,HAFS-13978,"28,000,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HAMPSHIRE PCT,PUBLIC,RG24 9NB,HAFS-13979,"144,000,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HARINGEY TEACHING PCT,PUBLIC,N15 3TH,HAFS-13980,"33,500,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HARROW PCT,PUBLIC,HA1 3EX,HAFS-13981,"26,000,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HARTLEPOOL PCT,PUBLIC,TS7 0NJ,HAFS-13982,"13,000,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HASTINGS & ROTHER PCT,PUBLIC,TN40 2DZ,HAFS-13983,"30,000,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HAVERING PCT COMMISSIONING,PUBLIC,RM12 6RS,HAFS-13984,"26,000,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HEALTH AND SOCIAL CARE INFORMATION CENTRE,PUBLIC,WF3 1WE,HAFS-13985,"3,000,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HEART OF BIRMINGHAM TEACHING PCT,PUBLIC,B7 4WH,HAFS-13987,"42,000,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HEREFORDSHIRE PCT,PUBLIC,HR2 9RP,HAFS-13988,"23,000,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HERTFORDSHIRE PCT,PUBLIC,AL8 6JL,HAFS-13989,"120,000,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HEYWOOD MIDDLETON & ROCHDALE PCT,PUBLIC,M24 1AY,HAFS-13990,"30,500,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HILLINGDON PCT,PUBLIC,TW3 3HR,HAFS-13991,"33,000,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HOUNSLOW PCT,PUBLIC,UB2 4SA,HAFS-13992,"33,000,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HULL PCT,PUBLIC,HU1 3HA,HAFS-13993,"41,400,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,ISLE OF WIGHT NHS PCT,PUBLIC,PO30 5TG,HAFS-13994,"22,000,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,ISLINGTON PCT,PUBLIC,NW1 2LT,HAFS-13995,"38,500,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,Additions-PDC permanent,CENTRAL TECHNICAL,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CW1 4QJ,HAFS-14000,"900,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,Additions-PDC temporary,CENTRAL TECHNICAL,SOUTH LONDON HEALTHCARE NHS TRUST,PUBLIC,DA14 6LT,HAFS-14001,"3,500,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,Additions FT Financing Facility Loans,CENTRAL TECHNICAL,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,PUBLIC,B1 3RB,HAFS-13998,"1,182,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,Additions FT Financing Facility Loans,CENTRAL TECHNICAL,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,HAFS-13999,"5,000,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,Admin Capital Grant-in-Aid to ENDPBs,External Relations,COUNCIL FOR HEALTHCARE REGULATORY EXCELLENCE (CHRE),PUBLIC,WC2N 5HR,DH030,"150,000.00",,CHRE Capital Budget 2012/13,Other,
Department of Health,Department of Health,03/09/2012,Policy Payments,External Relations,COUNCIL FOR HEALTHCARE REGULATORY EXCELLENCE (CHRE),PUBLIC,WC2N 5HR,DH029,"100,000.00",,CHRE Revenue Non-Core Drawdown 2012/13,Admin,
Department of Health,Department of Health,03/09/2012,Secndd staff frm othr org,Informatics Directorate,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,,,14621490,"124,156.00",,,,
Department of Health,Department of Health,03/09/2012,Admin Capital Grant-in-Aid to ENDPBs,Public Health,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,948064,"1,000,000.00",,GIA - Capital drawdown for NHSBT for 2012/13,Programme,
Department of Health,Department of Health,03/09/2012,Contractor/Staff Substitution,Social Care,NHS INSTITUTE FOR INNOVATION AND IMPROVEMENT,PUBLIC,CV4 7AL,1000002891,"149,995.00",,NHS Institute support for National Learning Network for Health & Wellbeing Boards,Admin,
Department of Health,Department of Health,03/09/2012,Contractor/Staff Substitution,Social Care,HEALTH AND SOCIAL CARE INFORMATION CENTRE,PUBLIC,WF3 1WE,12593595,"157,916.00",,The Information Centre - Maternity Dataset funding 2012-2013,Admin,
Department of Health,Department of Health,03/09/2012,Policy Payments,Social Care,HEALTH AND SOCIAL CARE INFORMATION CENTRE,PUBLIC,,12592702,"51,000.00",,Warwick-Edinburgh Mental WellBeing Scale (WEMWBS) .  NHS Information Centre for Health & Social Care - Health Survey for England  2012,Programme,
Department of Health,Department of Health,03/09/2012,Expense clearing GPC (ST),CENTRAL TECHNICAL,BARCLAYCARD BUSINESS,SME,TS17 6YG,2836001-18-SEP-12,"2,894.00",,,Other,
Department of Health,Department of Health,03/09/2012,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,810597,"49,201.00",,TV booking for Second-hand smoke campaign,Programme,
Department of Health,Department of Health,03/09/2012,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,810597,"23,165.00",,Online booking for Second-hand smoke campaign,Programme,
Department of Health,Department of Health,03/09/2012,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,810597,"27,444.00",,"May TV,VOD, Radio, Online and press media for Secondhand smoke campaign",Programme,
Department of Health,Department of Health,03/09/2012,IT minor costs non capital,External Relations,DELOITTE LLP,LARGE,MK9 1FD,2410059414,"35,671.00",,Reprocurement of FPAS (Foundation Programme Application System),Programme,13660
Department of Health,Department of Health,03/09/2012,Building repairs & maintenance,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00247954RI,"50,049.00",,"Accommodation Central - Fixed Costs from Apr 2012 - Mar 2013 - Building Maintenance @£50,048.95 mthly",Admin,
Department of Health,Department of Health,03/09/2012,Facilities management: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00247954RI,"5,385.00",,"Accommodation Central - FM Fixed Costs from Apr 2012 - Mar 2013 @£5,385.19 mthly",Admin,
Department of Health,Department of Health,03/09/2012,Legal / Prof Fees,Informatics Directorate,DLA PIPER UK LLP,,,15428407,"31,173.00",,,,
Department of Health,Department of Health,03/09/2012,Legal / Prof Fees,Informatics Directorate,DLA PIPER UK LLP,,,15428408,"62,743.00",,,,
Department of Health,Department of Health,03/09/2012,Staff Consultancy & Suppt,Informatics Directorate,ASE CONSULTING LTD,,,15222592,"110,400.00",,,,
Department of Health,Department of Health,03/09/2012,Staff Consultancy & Suppt,Informatics Directorate,ASE CONSULTING LTD,,,15159637,"181,700.00",,,,
Department of Health,Department of Health,03/09/2012,Outsourcing Contract,Strategy Finance & NHS,ALLIANCE MEDICAL LTD,LARGE,CV34 6DA,PET0140,"658,945.00",,Clinical services under D8N PET/CT North contract,Programme,
Department of Health,Department of Health,03/09/2012,Outsourcing Contract,Strategy Finance & NHS,CARE UK CLINICAL SERVICES LTD,LARGE,RG19 3XG,25943757,"2,241,299.00",,Clinical services under E08 MCATS contract,Programme,
Department of Health,Department of Health,03/09/2012,Outsourcing Contract,Strategy Finance & NHS,ALLIANCE MEDICAL LTD,LARGE,CV34 6DA,PET0140,"514,372.00",,Alliance Medical - Clinical services under D8N PET/CT North contract,Programme,
Department of Health,Department of Health,03/09/2012,Outsourcing Contract,Strategy Finance & NHS,INHEALTH MOLECULAR IMAGING LTD,LARGE,HP10 8JL,SIM000085,"1,055,245.00",,Clinical services under D8S PET/CT South contract,Programme,
Department of Health,Department of Health,03/09/2012,Contractor/Staff Substitution,Strategy Finance & NHS,PRICEWATERHOUSECOOPERS LLP,LARGE,E14 9SQ,1353845233,"3,888.00",,Secondment from PWC,Admin,
Department of Health,Department of Health,03/09/2012,Contractor/Staff Substitution,Strategy Finance & NHS,PRICEWATERHOUSECOOPERS LLP,LARGE,E14 9SQ,1353845233,"27,000.00",,Secondment from PWC (3mths),Admin,
Department of Health,Department of Health,03/09/2012,Contractor/Staff Substitution,Strategy Finance & NHS,PRICEWATERHOUSECOOPERS LLP,LARGE,E14 9SQ,1353845233,199.00,,Secondment from PWC (3mths) T&S,Admin,
Department of Health,Department of Health,03/09/2012,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HEALTH RESEARCH AUTHORITY,PUBLIC,SE1 6LH,HAFS-13986,"500,000.00",,,Other,
Department of Health,Department of Health,03/09/2012,Other programme expenditure,External Relations,ACADEMY OF MEDICAL ROYAL COLLEGES (AOMRC),PUBLIC,EC1V 0DB,10/122,"150,000.00",,Medical Training Initiative: funding for allocation to medical royal colleges 2012/13,Programme,
Department of Health,Department of Health,03/09/2012,Outsourcing Contract,Social Care,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,FSSL1011489,"100,000.00",,Confidential Inquiry into premature deaths of people with learning disabilities Contract for the year 2012-13,Programme,
Department of Health,Department of Health,03/09/2012,Outsourcing Contract,Social Care,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,FSSL1011490,"100,000.00",,Confidential Inquiry into premature deaths of people with learning disabilities Contract for the year 2012-13,Programme,
Department of Health,Department of Health,03/09/2012,Outsourcing Contract,Improvement & Efficency,POHWER,VCS,SG1 5DZ,SINV1130,"354,709.00",,The extension of the current ICAS contract for the provision of independent advocacy by POhWER,Programme,
Department of Health,Department of Health,03/09/2012,Outsourcing Contract,Public Health,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP HQIP,VCS,EC3V 5AW,S0907,"247,442.00",,Health Quality Improvement Partnership for Congenital Anomaly Register Core funding Qtrs 3&4: October 2011 to March 2012,Admin,
Department of Health,Department of Health,04/09/2012,Admin Revenue Grant-in-Aid ENDPBs,Strategy Finance & NHS,CARE QUALITY COMMISSION (CQC),PUBLIC,NE1 4PA,CQCCASHDRAWDOWNSEPTEMBER2012,"200,000.00",,CQC Revenue payments (Healthwatch) 2012/13,Admin,
Department of Health,Department of Health,04/09/2012,Admin Capital Grant-in-Aid to ENDPBs,Strategy Finance & NHS,CARE QUALITY COMMISSION (CQC),PUBLIC,NE1 4PA,CQCCASHDRAWDOWNSEPTEMBER2012,"1,000,000.00",,CQC Capital payments 2012/13,Programme,
Department of Health,Department of Health,04/09/2012,Rent,Informatics Directorate,KNIGHT FRANK LLP,,,15428399,"39,218.00",,,,
Department of Health,Department of Health,04/09/2012,Expense clearing GPC (ST),CENTRAL TECHNICAL,BARCLAYCARD BUSINESS,SME,TS17 6YG,2836001-18-SEP-12,"3,000.00",,,Other,
Department of Health,Department of Health,04/09/2012,Outsourcing Contract,External Relations,SERCO LISTENING LTD,LARGE,PO1 2RX,90743111,"61,673.00",,"Provision of specialist contact centre services covering the drink, drugs and sexual health portfolio.",Programme,
Department of Health,Department of Health,04/09/2012,Outsourcing Contract,External Relations,SERCO LISTENING LTD,LARGE,PO1 2RX,90742759,"28,115.00",,Provision of specialist contact centre services to support the Smokefree campaign.,Programme,
Department of Health,Department of Health,04/09/2012,Outsourcing Contract,External Relations,SERCO LISTENING LTD,LARGE,PO1 2RX,90743110,"25,888.00",,Provision of specialist contact centre services for the Worth Talking About sexual health campaign. ,Programme,
Department of Health,Department of Health,04/09/2012,Outsourcing Contract,External Relations,2CV LTD,SME,WC2E 8JG,977903,"29,925.00",,Youth Strategic Research ,Programme,
Department of Health,Department of Health,04/09/2012,Outsourcing Contract,Goverance Operations & Assurance,STERIA LTD,LARGE,HP2 7AH,100036572,"84,349.00",,Club Managed Service from  April 2012 to March 2013,Admin,
Department of Health,Department of Health,04/09/2012,Outsourcing Contract,Goverance Operations & Assurance,STERIA LTD,LARGE,HP2 7AH,100036572,0.00,,,Admin,
Department of Health,Department of Health,04/09/2012,Outsourcing Contract,Improvement & Efficency,CAPITA BUSINESS SERVICES LTD,LARGE,SW1H 0XA,92609884,"31,250.00",,Delivery of scheme operation of The Information Standard,Programme,
Department of Health,Department of Health,04/09/2012,Professional fees,NHS Finance Operations & Performance,DELOITTE LLP,LARGE,MK9 1FD,1110837857,"42,690.00",,North Staffordshire Combined Healthcare NHS Trust.  NHSFT Financial Assessments.,Programme,
Department of Health,Department of Health,04/09/2012,Professional fees,Strategy Finance & NHS,PETERS AND PETERS SOLICITORS LLP,SME,EC4A 1BW,32359,-32.00,,,Programme,
Department of Health,Department of Health,04/09/2012,Professional fees,Strategy Finance & NHS,PETERS AND PETERS SOLICITORS LLP,SME,EC4A 1BW,32357,-5.00,,,Programme,
Department of Health,Department of Health,04/09/2012,Professional fees,Strategy Finance & NHS,PETERS AND PETERS SOLICITORS LLP,SME,EC4A 1BW,32357,"89,673.00",,Project Lexus 2012-13,Programme,
Department of Health,Department of Health,04/09/2012,Professional fees,Strategy Finance & NHS,PETERS AND PETERS SOLICITORS LLP,SME,EC4A 1BW,32359,"67,474.00",,Project Monet 2012-13,Programme,
Department of Health,Department of Health,04/09/2012,Professional fees,External Relations,GOVERNMENT ACTUARYS DEPARTMENT (GAD),PUBLIC,EC4A 1AB,SINV/00017318.,"80,311.00",,CPA472305 Inv17318 dated130812 Actuarial Services for period ending 31st July,Admin,
Department of Health,Department of Health,04/09/2012,Other programme expenditure,Public Health,PGO FOREIGN CURRENCY PAYMENTS,PUBLIC,RH10 1UH,FT/12244/00148,"13,467,767.00",,,Programme,
Department of Health,Department of Health,04/09/2012,Outsourcing Contract,Social Care,EX SERVICES MENTAL WELFARE SOCIETY,VCS,KT22 0BX,03-Aug-12,"77,490.00",,24-Hour helpline-operational costs for 2012-13,Programme,
Department of Health,Department of Health,05/09/2012,Professional fees,External Relations,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS1 3NU,S0000159,"416,667.00",,Skills for Health-DH 12/13 contract,Programme,
Department of Health,Department of Health,05/09/2012,Research & development,Research & Development,THE LEEDS COMMUNITY HEALTHCARE NHS TRUST,PUBLIC,LS6 1PF,ERS-469999-63725,"172,550.00",,Applied Research Programme,Programme,
Department of Health,Department of Health,05/09/2012,Research & development,Research & Development,BRADFORD AND AIREDALE PCT,PUBLIC,BD5 7JR,ERS-469995-63722,"91,484.00",,Applied Research Programme,Programme,
Department of Health,Department of Health,05/09/2012,Expense clearing GPC (ST),CENTRAL TECHNICAL,BARCLAYCARD BUSINESS,SME,TS17 6YG,2836001-18-SEP-12,"4,473.00",,,Other,
Department of Health,Department of Health,05/09/2012,Building repairs & maintenance,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00249774RI,"91,053.00",,DH - FM Variable Operational Works 2012 - 2013,Admin,
Department of Health,Department of Health,05/09/2012,Air Travel (overseas),Goverance Operations & Assurance,REDFERN TRAVEL LTD,SME,BD1 3AZ,40355,"21,641.00",,International Air Travel,Admin,
Department of Health,Department of Health,05/09/2012,Conferences & seminars,Goverance Operations & Assurance,REDFERN TRAVEL LTD,SME,BD1 3AZ,40355,"12,679.00",,Hotels,Admin,
Department of Health,Department of Health,05/09/2012,Professional fees,Goverance Operations & Assurance,REDFERN TRAVEL LTD,SME,BD1 3AZ,40355,"2,977.00",,Travel Management Fee,Admin,
Department of Health,Department of Health,05/09/2012,Travel -Trains,Goverance Operations & Assurance,REDFERN TRAVEL LTD,SME,BD1 3AZ,40355,"96,084.00",,UK Rail Travel,Admin,
Department of Health,Department of Health,05/09/2012,Conferences & seminars,Goverance Operations & Assurance,REDFERN TRAVEL LTD,SME,BD1 3AZ,40355,"1,864.00",,,Admin,
Department of Health,Department of Health,05/09/2012,Professional fees,Goverance Operations & Assurance,REDFERN TRAVEL LTD,SME,BD1 3AZ,40355,167.00,,,Admin,
Department of Health,Department of Health,05/09/2012,Computer Software/License,Informatics Directorate,TRUSTMARQUE SOLUTIONS LTD,,,15385669,"38,404.00",,,,
Department of Health,Department of Health,05/09/2012,Legal / Prof Fees,Informatics Directorate,DLA PIPER UK LLP,,,15428383,"26,146.00",,,,
Department of Health,Department of Health,05/09/2012,Legal / Prof Fees,Informatics Directorate,DLA PIPER UK LLP,,,15428386,"35,036.00",,,,
Department of Health,Department of Health,05/09/2012,Contr Other External,Informatics Directorate,CAPITA BUSINESS SERVICES LTD,,,15444076,"1,071,523.00",,,,
Department of Health,Department of Health,05/09/2012,Professional fees,NHS Finance Operations & Performance,PRICEWATERHOUSECOOPERS LLP,LARGE,E14 9SQ,1353849422,"33,227.00",,"East Midlands Ambulance Service NHS Trust HDD & WCR Stage 1, 2 & 3.",Programme,
