Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number, Amount ,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,21/03/2013,Research & development,Research & Development,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,PUBLIC,WC1E 7HT,ERS-489558-71499,"182,549.00",HS & DR,Programme,
Department of Health,Department of Health,21/03/2013,Outsourcing Contract,Social Care,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,FSSL1022488,"100,000.00",Confidential Inquiry into premature deaths of people with learning disabilities Contract for the year 2012-13,Programme,
Department of Health,Department of Health,21/03/2013,Outsourcing Contract,Social Care,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,FSSL1022776,"48,931.00",Confidential Inquiry into premature deaths of people with learning disabilities Contract for the year 2012-13,Programme,
Department of Health,Department of Health,21/03/2013,Research & development,Research & Development,CANCER RESEARCH UK,VCS,WC2A 3PX,ERS-489557-71503,"140,000.00",Experimental Cancer Medicine Centres,Programme,
Department of Health,Department of Health,21/03/2013,Research & development,Strategy Finance & NHS,PICKER INSTITUTE EUROPE,VCS,OX2 0JB,IN101884,"25,362.00",Option appraisal for the measurement of people's experience of integrated care - Policy & Strategy,Admin,
Department of Health,Department of Health,22/03/2013,Secondees in invoiced costs,NHS Finance Operations & Performance,NORTH EAST SHA,PUBLIC,NE15 8NY,504771,"26,310.00",Secondee in - NHS Preparedness IMAS commission for secondee (NHS NE) for salary and oncosts,Admin,
Department of Health,Department of Health,22/03/2013,Policy Payments,NHS Medical,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,A0035176,"312,776.00","Financial Support for the agreed project, in accordance with the contract dated 04/02/13",Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,CENTRAL AND NORTH WEST LONDON MENTAL HEALTH NHS FOUNDATION TRUST,PUBLIC,NW1 7QY,ERS-489648-71522,"52,042.00",Public Health Centres of Excellence,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,PUBLIC,L12 2AP,ERS-489655-71628,"74,915.00",HTA Researcher Lead,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,PUBLIC,L12 2AP,ERS-489655-71628,"128,989.00",HTA Researcher Lead,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,BARTS HEALTH NHS TRUST,PUBLIC,E1 8PR,ERS-489660-71767,"41,074.00",Invention for Innovation,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,BARTS HEALTH NHS TRUST,PUBLIC,E1 8PR,ERS-489660-71767,"10,829.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,BARTS HEALTH NHS TRUST,PUBLIC,E1 8PR,ERS-489660-71767,"16,031.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,BARTS HEALTH NHS TRUST,PUBLIC,E1 8PR,ERS-489660-71767,"18,304.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,BIRMINGHAM COMMUNITY HEALTHCARE NHS TRUST,PUBLIC,B13 8JL,ERS-489667-71764,"27,698.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-489676-71624,"18,448.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-489676-71624,"37,424.00",NIHR Public Health Research ( NETSCC ),Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,BN2 3EW,ERS-489679-71690,"16,209.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,BN2 3EW,ERS-489679-71690,"18,697.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,BN2 3EW,ERS-489679-71690,"32,138.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,BN2 3EW,ERS-489679-71690,"20,205.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-489685-71640,"3,300,000.00",Bio-Medical Centres,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-489685-71640,"21,044.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-489685-71640,"14,778.00",HTA Customer Priority Research,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-489691-71679,"42,904.00",HTA Researcher Lead,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-489691-71679,"52,000.00",Invention for Innovation,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-489691-71679,"18,077.00",HS & DR,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-489691-71679,"41,401.00",HS & DR,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-489691-71679,"5,717.00",HTA Commissioned Research,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-489691-71679,"66,976.00",HTA Researcher Lead,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-489691-71679,"20,365.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-489691-71679,"24,206.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-489691-71679,"19,651.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-489691-71679,"19,438.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,PUBLIC,CT1 3NG,ERS-489701-71677,"32,372.00",HS & DR,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,EAST SUSSEX HEALTHCARE NHS TRUST,PUBLIC,TN37 7PT,ERS-489703-71689,"31,135.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,GATESHEAD HEALTH NHS FOUNDATION TRUST,PUBLIC,NE8 4YL,ERS-489708-71664,"25,948.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,PUBLIC,GL1 2EL,ERS-489710-71672,"8,706.00",HTA Commissioned Research,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,PUBLIC,GL1 2EL,ERS-489710-71672,"44,420.00",HTA Commissioned Research,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,PUBLIC,WC1N 3JH,ERS-489711-71658,"28,640.00",HS & DR,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,GREATER MANCHESTER WEST MENTAL HEALTH NHS FOUNDATION TRUST,PUBLIC,M25 3BL,ERS-489712-71696,"20,262.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,GREATER MANCHESTER WEST MENTAL HEALTH NHS FOUNDATION TRUST,PUBLIC,M25 3BL,ERS-489712-71696,"107,872.00",HTA Commissioned Research,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-489713-71645,"28,943.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-489713-71645,"18,439.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-489713-71645,"31,973.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-489713-71645,"19,990.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-489713-71645,"16,828.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,HEALTH PROTECTION AGENCY (HPA),PUBLIC,NG5 1PB,ERS-489714-71703,"118,269.00",HTA Commissioned Research,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,HEART OF ENGLAND NHS FOUNDATION TRUST,PUBLIC,B9 5TA,ERS-489715-71663,"6,272.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,HEART OF ENGLAND NHS FOUNDATION TRUST,PUBLIC,B9 5TA,ERS-489715-71663,"27,413.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,HEART OF ENGLAND NHS FOUNDATION TRUST,PUBLIC,B9 5TA,ERS-489715-71663,"71,930.00",HTA Commissioned Research,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SE5 9RS,ERS-489728-71647,"15,296.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SE5 9RS,ERS-489728-71647,"23,327.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SE5 9RS,ERS-489728-71647,"9,042.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,LANCASHIRE CARE NHS FOUNDATION TRUST,PUBLIC,PR5 6XT,ERS-489732-71680,"18,883.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,LANCASHIRE CARE NHS FOUNDATION TRUST,PUBLIC,PR5 6XT,ERS-489732-71680,"24,817.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-489735-71638,"30,803.00",Research for Patient Benefit,Programme,
Department of Health,Department of Health,22/03/2013,Research & development,Research & Development,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-489735-71638,"37,906.00",HTA Commissioned Research,Programme,
