Department,ENTITY,DATE,EXPENSE AREA,EXPENSE TYPE,SUPPLIER,TRANSACTION_NUMBER,AMOUNT
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,IZ999-RCJ Group,532000-Tangible GBV - Additions,WILSON JAMES LTD,1562405,"£93,510.40"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,DZ999-South West Region,532000-Tangible GBV - Additions,TG ROOFING LTD,1562328,"£29,972.83"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,CZ999-South East Region,532000-Tangible GBV - Additions,EUROPEAN ASBESTOS SERVICES,1561732,"£62,361.60"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,DZ999-South West Region,532000-Tangible GBV - Additions,STRUCTURA UK LIMITED,1562304,"£105,075.96"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,DZ999-South West Region,532000-Tangible GBV - Additions,BASTION SECURITY INSTALLATIONS,1561515,"£35,143.92"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,OASIS AIR CONDITIONING (MIDLANDS) LTD,1562069,"£88,141.20"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,OASIS AIR CONDITIONING (MIDLANDS) LTD,1562069,"£73,155.60"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,DZ999-South West Region,532000-Tangible GBV - Additions,AC MECHANICAL SERVICES LTD,360007,"£25,785.44"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,DZ999-South West Region,532000-Tangible GBV - Additions,SIMER ENVIRONMENTAL SERVICES LTD,1562260,"£56,707.56"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,BZ999-London Region,532000-Tangible GBV - Additions,SYKES & SON LTD,1564973,"£271,519.61"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,GZ999-North West Region,532000-Tangible GBV - Additions,MANCHESTER & CHESHIRE CONSTRUCTION CO LTD,1564468,"£261,379.82"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,DZ999-South West Region,532000-Tangible GBV - Additions,AC MECHANICAL SERVICES LTD,360505,"£53,929.10"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,GZ999-North West Region,532000-Tangible GBV - Additions,ILLINGWORTH & GREGORY LTD,1564347,"£44,549.42"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,STRATEGIC TEAM MAINTENANCE CO LTD,1564959,"£25,349.18"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,CZ999-South East Region,532000-Tangible GBV - Additions,GALLIFORD TRY CONSTRUCTION LTD CENTRAL,1564232,"£893,894.24"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,DZ999-South West Region,532000-Tangible GBV - Additions,LATCHMORE ROOFING LTD,1564421,"£27,085.50"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,CZ999-South East Region,532000-Tangible GBV - Additions,PEXHURST SERVICES LTD,1564804,"£59,860.24"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,CZ999-South East Region,532000-Tangible GBV - Additions,GALLIFORD TRY CONSTRUCTION LTD CENTRAL,1564232,"£671,673.82"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,BZ999-London Region,532000-Tangible GBV - Additions,BREYER GROUP PLC,360516,"£148,482.04"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,BZ999-London Region,532000-Tangible GBV - Additions,R&M CLARKSON LTD,1564836,"£73,001.12"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,DALY ENGINEERING SERVICES LTD,1564145,"£71,744.64"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1564515,"£88,013.66"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,AG999-Estates Directorate HMCS HQ,532000-Tangible GBV - Additions,BCE NORTHERN LTD,1563991,"£57,000.00"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,GZ999-North West Region,532000-Tangible GBV - Additions,CARILLION PLANNED MAINTENANCE,1564074,"£42,618.18"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,GZ999-North West Region,532000-Tangible GBV - Additions,JENNOR UK LTD,1564371,"£25,506.44"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,CZ999-South East Region,532000-Tangible GBV - Additions,ARK BUILD PLC,1563958,"£253,106.00"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,GZ999-North West Region,532000-Tangible GBV - Additions,AMSPEC LTD,1563948,"£107,997.75"
Ministry of Justice,HM Courts and Tribunals Service,13-Apr-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,KERSHAW MECHANICAL SERVICES LTD,1568426,"£65,149.92"
Ministry of Justice,HM Courts and Tribunals Service,13-Apr-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,KERSHAW MECHANICAL SERVICES LTD,1568426,"£37,130.40"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,CZ999-South East Region,532000-Tangible GBV - Additions,PAVEHALL PLC,1571703,"£86,781.83"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,BZ999-London Region,532000-Tangible GBV - Additions,CHILLMECH LTD,1571186,"£29,365.82"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,DZ999-South West Region,532000-Tangible GBV - Additions,VEAR BUILDING SERVICES LTD,1571925,"£79,174.70"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,EZ999-Wales Region,532000-Tangible GBV - Additions,HENSTAFF CONSTRUCTION LTD,1571391,"£352,408.08"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,CZ999-South East Region,532000-Tangible GBV - Additions,SIMER ENVIRONMENTAL SERVICES LTD,1571827,"£36,180.00"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,GZ999-North West Region,532000-Tangible GBV - Additions,CARILLION PLANNED MAINTENANCE,1571174,"£32,743.01"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,EZ999-Wales Region,532000-Tangible GBV - Additions,R L DAVIES & SON LTD,1571753,"£116,425.09"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,DZ999-South West Region,532000-Tangible GBV - Additions,KIER FACILITIES SERVICES LTD,1574048,"£54,441.16"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,BZ999-London Region,532000-Tangible GBV - Additions,BRITSPACE MODULAR BUILDINGS LIMITED,1573565,"£276,733.72"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,MCDOWALL AIR CONDITIONING (UK) LTD,1574184,"£29,317.10"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,IZ999-RCJ Group,532000-Tangible GBV - Additions,ROTARY SOUTHERN LTD,1575153,"£88,254.67"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,GZ999-North West Region,532000-Tangible GBV - Additions,AMSPEC LTD,1573459,"£147,787.39"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,BZ999-London Region,532000-Tangible GBV - Additions,LAING O'ROURKE CONSTRUCTION SOUTH LTD,1574079,"£1,503,928.80"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,CZ999-South East Region,532000-Tangible GBV - Additions,VINSTRATA BUILDERS (LONDON) LTD,1575338,"£82,155.60"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,IZ999-RCJ Group,532000-Tangible GBV - Additions,VINSTRATA BUILDERS (LONDON) LTD,1575338,"£116,362.50"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,GZ999-North West Region,532000-Tangible GBV - Additions,RCL BUILDING SERVICES LTD,1575122,"£143,127.76"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,GZ999-North West Region,532000-Tangible GBV - Additions,ERIC CHARLESWORTH  LTD,1573787,"£52,673.40"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,CZ999-South East Region,532000-Tangible GBV - Additions,VINSTRATA BUILDERS (LONDON) LTD,1575338,"£131,019.76"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,BZ999-London Region,532000-Tangible GBV - Additions,METSHAPE LTD,1574205,"£72,595.14"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,M W CRIPWELL LTD,1574128,"£99,625.28"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,REIRSE RYAN LTD,1575129,"£117,984.00"
Ministry of Justice,HM Courts and Tribunals Service,20-Apr-11,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1575739,"£60,694.14"
Ministry of Justice,HM Courts and Tribunals Service,21-Apr-11,CZ999-South East Region,532000-Tangible GBV - Additions,SIMER ENVIRONMENTAL SERVICES LTD,1581711,"£40,773.00"
Ministry of Justice,HM Courts and Tribunals Service,21-Apr-11,CZ999-South East Region,532000-Tangible GBV - Additions,SIMER ENVIRONMENTAL SERVICES LTD,1581711,"£62,190.60"
Ministry of Justice,HM Courts and Tribunals Service,21-Apr-11,CZ999-South East Region,532000-Tangible GBV - Additions,SIMER ENVIRONMENTAL SERVICES LTD,1581711,"£68,954.40"
Ministry of Justice,HM Courts and Tribunals Service,27-Apr-11,BZ999-London Region,532000-Tangible GBV - Additions,ARK BUILD PLC,1585083,"£42,896.05"
Ministry of Justice,HM Courts and Tribunals Service,27-Apr-11,EZ999-Wales Region,532000-Tangible GBV - Additions,HENSTAFF CONSTRUCTION LTD,1585244,"£53,414.86"
Ministry of Justice,HM Courts and Tribunals Service,27-Apr-11,CZ999-South East Region,532000-Tangible GBV - Additions,ARK BUILD PLC,1585083,"£138,316.92"
Ministry of Justice,HM Courts and Tribunals Service,27-Apr-11,DZ999-South West Region,532000-Tangible GBV - Additions,ISLWYN PUGH CONSTRUCTION LTD,1585271,"£51,259.33"
Ministry of Justice,HM Courts and Tribunals Service,27-Apr-11,BZ999-London Region,532000-Tangible GBV - Additions,SYKES & SON LTD,1585919,"£248,637.85"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,AV322-CP Change Management SUPS,532000-Tangible GBV - Additions,LOGICA UK LTD,1564450,"£73,873.20"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,AV322-CP Change Management SUPS,532000-Tangible GBV - Additions,LOGICA UK LTD,1574117,"£93,984.00"
Ministry of Justice,HM Courts and Tribunals Service,21-Apr-11,AV329-CP-Mag. Courts Operational Bus.sys,532000-Tangible GBV - Additions,LOGICA UK LTD,1580148,"£36,060.28"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,IZ999-RCJ Group,532000-Tangible GBV - Additions,ATOS ORIGIN IT SERVICES UK LTD,1561496,"£161,461.20"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,AV322-CP Change Management SUPS,532000-Tangible GBV - Additions,ATOS ORIGIN IT SERVICES UK LTD,1563967,"£149,078.40"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,IZ999-RCJ Group,512000-Intangible GBV - Additions,ADOBE SYSTEMS SOFTWARE IRELAND LTD,1561464,"£68,897.43"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,AV329-CP-Mag. Courts Operational Bus.sys,512000-Intangible GBV - Additions,LOGICA UK LTD,1574117,"£59,846.70"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,AV322-CP Change Management SUPS,512000-Intangible GBV - Additions,LOGICA UK LTD,1574117,"£237,058.80"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,GZ999-North West Region,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1550505,"£124,944.00"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,GZ999-North West Region,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1562046,"£101,799.00"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,GZ999-North West Region,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1562046,"£35,250.00"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,GZ999-North West Region,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1571589,"£128,480.00"
Ministry of Justice,HM Courts and Tribunals Service,21-Apr-11,GZ999-North West Region,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1580213,"£124,635.00"
Ministry of Justice,HM Courts and Tribunals Service,28-Apr-11,GZ999-North West Region,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1586190,"£120,000.00"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,LAMBERT SMITH HAMPTON,1550433,"£30,480.00"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD,1553570,"£43,845.90"
Ministry of Justice,HM Courts and Tribunals Service,06-Apr-11,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,DTZ DEBENHAM TIE LEUNG,6341,"£29,102.00"
Ministry of Justice,HM Courts and Tribunals Service,13-Apr-11,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,LANCASHIRE POLICE AUTHORITY,1568430,"£100,469.74"
Ministry of Justice,HM Courts and Tribunals Service,28-Apr-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,COLLINGWOOD RIGBY,1586031,"£76,041.23"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,HULL CITY COUNCIL,1551664,"£30,123.59"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CROYDON COUNCIL,1551615,"£68,471.40"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CROYDON COUNCIL,1551615,"£30,154.62"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,CANTERBURY CITY COUNCIL,1551584,"£36,625.09"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,NORTHAMPTON BOROUGH COUNCIL,1551731,"£36,841.81"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,READING BOROUGH COUNCIL,1551743,"£45,077.03"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,LEEDS CITY COUNCIL,1551674,"£62,847.79"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,LEEDS CITY COUNCIL,1551674,"£48,544.50"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,BIRMINGHAM CITY COUNCIL,1551560,"£27,956.43"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,BIRMINGHAM CITY COUNCIL,1551560,"£127,862.74"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,BIRMINGHAM CITY COUNCIL,1551560,"£42,259.72"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,WOLVERHAMPTON CITY COUNCIL,1551821,"£33,807.77"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,IZ999-RCJ Group,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1551601,"£301,546.25"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1551601,"£52,760.44"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1551601,"£27,926.13"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1551601,"£35,095.34"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1551601,"£46,252.21"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1551601,"£31,551.28"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,BASILDON DISTRICT COUNCIL,1551555,"£33,374.34"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,BOURNEMOUTH BOROUGH COUNCIL,1551571,"£38,358.82"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,BRADFORD METROPOLITAN COUNCIL,1551573,"£53,312.26"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,BRISTOL CITY COUNCIL,1551577,"£69,349.28"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,BRISTOL CITY COUNCIL,1551577,"£47,677.63"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,BRISTOL CITY COUNCIL,1551577,"£44,210.17"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,CARDIFF COUNTY COUNCIL,1551585,"£34,916.88"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,EXETER CITY COUNCIL,1551645,"£43,126.58"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,LIVERPOOL CITY COUNCIL,1551677,"£125,695.57"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,LIVERPOOL CITY COUNCIL,1551677,"£69,782.71"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF ISLINGTON,1551692,"£49,426.38"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF SOUTHWARK,1551698,"£43,984.94"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF SOUTHWARK,1551698,"£104,294.19"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF SOUTHWARK,1551698,"£84,342.26"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF SOUTHWARK,1551698,"£31,514.98"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,MAIDSTONE BOROUGH COUNCIL,1551703,"£57,646.59"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,DERBY CITY COUNCIL,1551622,"£27,306.28"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF STOKE ON TRENT,1551600,"£30,340.31"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,IZ999-RCJ Group,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF CAMDEN,1551683,"£154,174.02"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,CARLISLE CITY COUNCIL,1551586,"£25,355.83"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,WINCHESTER CITY COUNCIL,1551819,"£41,814.04"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,MIDDLESBROUGH COUNCIL,1551712,"£61,114.05"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,MIDDLESBROUGH COUNCIL,1551712,"£28,823.29"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,NEWCASTLE UPON TYNE CITY COUNCIL,1551720,"£64,148.08"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,NORWICH CITY COUNCIL,1551733,"£28,606.58"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,PORTSMOUTH CITY COUNCIL,1551739,"£41,609.57"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,PRESTON CITY COUNCIL,1551741,"£51,145.09"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,SOUTHAMPTON CITY COUNCIL,1551777,"£30,990.46"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,SOUTHAMPTON CITY COUNCIL,1551777,"£37,708.67"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,ST ALBANS CITY & DISTRICT COUNCIL,1551780,"£32,507.48"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF LINCOLN COUNCIL,1551598,"£28,389.86"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,COVENTRY CITY COUNCIL,1551612,"£26,526.58"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,SHEFFIELD CITY COUNCIL,1551762,"£39,225.69"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,HZ999-North East and Yorkshire,610400-Debtors <1 year - Prepayments & Accrued Income,SHEFFIELD CITY COUNCIL,1551762,"£79,318.24"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF BRENT,1551681,"£35,822.79"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF HARROW,1551688,"£46,478.93"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF HAMMERSMITH & FULHAM,1551686,"£42,241.53"
Ministry of Justice,HM Courts and Tribunals Service,04-Apr-11,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,LUTON BOROUGH COUNCIL,1551702,"£31,640.61"
