Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,  Amount �s ,Vat Registration Num,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002017,27941.00 ,,,,
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002015,27029.00 ,,,,
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002014,91746.00 ,,,,
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002050,47135.00 ,,,,
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002051,73522.00 ,,,,
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002053,91449.00 ,,,,
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002055,27644.00 ,,,,
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002049,44636.00 ,,,,
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002024,29535.00 ,,,,
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002009,25233.00 ,,,,
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002008,26486.00 ,,,,
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002047,49476.00 ,,,,
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002039,39635.00 ,,,,
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002045,84710.00 ,,,,
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002046,40546.00 ,,,,
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002026,50294.00 ,,,,
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002041,55242.00 ,,,,
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002048,48559.00 ,,,,
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002028,45825.00 ,,,,
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,"Minor, Weir & Willis Ltd",,,SFVS002029,30835.00 ,,,,
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,GW Price Ltd,,,854271,29100.00 ,,,,
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,GW Price Ltd,,,854285,42234.00 ,,,,
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,GW Price Ltd,,,854277,41813.00 ,,,,
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,GW Price Ltd,,,854278,65425.00 ,,,,
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,GW Price Ltd,,,854279,26775.00 ,,,,
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,GW Price Ltd,,,854281,36347.00 ,,,,
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,GW Price Ltd,,,854273,55107.00 ,,,,
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,Total Produce Plc (Hereford),,,H12090130885,35801.00 ,,,,
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,Total Produce Plc (Hereford),,,H12090130937,39303.00 ,,,,
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,Total Produce Plc (Hereford),,,H12090130916,38180.00 ,,,,
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,Redbridge Produce & Flowers (Bristol),,,B12090130865,30431.00 ,,,,
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,Redbridge Produce & Flowers (Bristol),,,B12090130801,29383.00 ,,,,
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,Redbridge Produce & Flowers (Bristol),,,B12090130933,33814.00 ,,,,
Department of Health,Department of Health,26/10/2012,School Fruit & Vegetable Scheme,Public Health,Total Produce Plc (Wigan),,,W12090130352,43217.00 ,,,,
Department of Health,Department of Health,26/10/2012,Grants to non profit institutions (CUR),External Relations,SKILLS FOR CARE LTD,VCS,LS1 2RP,ERS-474792-65367,10000000.00 ,,2012/006 - Skills for care- project: work force programme of work - revenue funding- policy grant,Programme,
Department of Health,Department of Health,26/10/2012,Addition Clearing - SW LIC,Informatics Directorate,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201289691,408596.00 ,,Capital LSP East 2012/13 April 12 Deployment Capital Cash Requirements,Programme,
Department of Health,Department of Health,26/10/2012,Addition Clearing - SW LIC,Informatics Directorate,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201293602,481641.00 ,,Capital LSP East 2012/13 June 12 Deployment Capital Cash Requirements,Programme,
Department of Health,Department of Health,26/10/2012,Addition Clearing - SW LIC,Informatics Directorate,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201302994,513598.00 ,,Capital LSP East 2012/13 August 12 Deployment Capital Cash Requirements,Programme,
Department of Health,Department of Health,26/10/2012,Addition Clearing - SW LIC,Informatics Directorate,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201292115,522740.00 ,,Capital LSP East 2012/13 May 12 Deployment Capital Cash Requirements,Programme,
Department of Health,Department of Health,26/10/2012,Addition Clearing - SW LIC,Informatics Directorate,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201298846,609470.00 ,,Capital LSP East 2012/13 July 12 Deployment Capital Cash Requirements,Programme,
Department of Health,Department of Health,26/10/2012,Addition Clearing - SW LIC,Informatics Directorate,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201302298,5000000.00 ,,Capital; LSP NME. Bullet payment for achievement of Emergency Care  per para 14.1 of the commercial paper of the Interim Agreement (31 August 2012),Programme,
Department of Health,Department of Health,26/10/2012,Consultancy/Professional Advice,NHS Finance Operations & Performance,MCKINSEY AND CO INC UK,LARGE,SW1Y 4UH,14594,800000.00 ,,Support for use of Unsustainable Providers Regime (UPR) - South London Healthcare NHS Trust,Programme,
Department of Health,Department of Health,26/10/2012,Outsourcing Contract,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201306562,39345.00 ,,IMS2.1 deployment pre IMS3 - Other ALBs,Admin,
Department of Health,Department of Health,26/10/2012,Consultancy/Professional Advice,NHS Finance Operations & Performance,MCKINSEY AND CO INC UK,LARGE,SW1Y 4UH,14460,700000.00 ,,Support for use of Unsustainable Providers Regime (UPR) - South London Healthcare NHS Trust,Programme,
Department of Health,Department of Health,26/10/2012,Consultancy/Professional Advice,NHS Finance Operations & Performance,MCKINSEY AND CO INC UK,LARGE,SW1Y 4UH,14384,500000.00 ,,Support for use of Unsustainable Providers Regime (UPR) - South London Healthcare NHS Trust,Programme,
Department of Health,Department of Health,26/10/2012,Grants to non profit institutions (CUR),Social Care,THE HOPE CENTRE,VCS,WA10 2DT,ERS-474883-65387,25731.00 ,,2012-13 AIMs ref 1737430 - The Hope Centre - Project: The breathe programme,Programme,
Department of Health,Department of Health,26/10/2012,Grants to non profit institutions (CUR),Social Care,ADDACTION,VCS,EC1M 6PU,ERS-474786-65364,29293.00 ,,"IESD 2012-13, AIMS 1808907: Addaction: Addaction/Hepatitis C Trust partnership",Programme,
Department of Health,Department of Health,26/10/2012,Grants to non profit institutions (CUR),Social Care,NATIONAL CHILDRENS BUREAU LTD,VCS,EC1V 7QE,ERS-474835-65377,29500.00 ,,2010/041 National Childrens Bureau (NCB) Project: Children and Young persons HIV Network,Programme,
