Departmental Family,Entity,Date,Expense type,Expense area,Supplier,Transaction Number,Amount,Description
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Post 16 and Disadvantage Group,ARK Elvin Academy,6596125,26674.24,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,THE SYDNEY RUSSELL SCHOOL,6604627,26666.67,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Westbridge Academy,6610785,26666.67,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Northgate School Arts College,6568635,26666.66,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,St John's School,6570643,26666.66,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Oak Wood Secondary School,6590553,26666.66,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Ganton School,6592517,26666.66,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Aegir - A Specialist Academy,6605939,26666.66,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,George Hastwell School Special Academy,6606413,26666.66,Grants to educational establishments or not for profit organisations including other businesses
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Gislingham CE Primary School,6611721,26655.66,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Wednesfield High Specialist Engineering Academy,6601191,26628.72,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Chelmer Valley High School,6569923,26625.94,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,East Ardsley Primary Academy,6610811,26606.17,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Post 16 and Disadvantage Group,The Parker E-ACT Academy,6578961,26584.82,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,The Stourport High School and Sixth Form Centre,6568911,26581.72,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,KING CHARLES I SECONDARY SCHOOL,6576429,26581.72,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Post 16 and Disadvantage Group,Waverley School,6603357,26542.91,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,St Matthews Church of England Academy,6588557,26513.94,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Summercourt Academy,6595373,26510.59,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Rugby Free Primary School,6608093,26502.64,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Barton Hill Academy,6575691,26483.21,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,OASIS ACADEMY MARKSBURY ROAD,6596731,26473.20,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Maltese Road Primary School,6605155,26460.49,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Ambleside CofE Primary School,6606257,26428.76,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,New Road Primary School,6595277,26369.78,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Mead Road Infant School,6599927,26364.43,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Our Lady and St Chad Catholic Academy,6604545,26362.46,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Post 16 and Disadvantage Group,Harris Academy Bermondsey,6558517,26350.74,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,St George's Academy,6559447,26348.65,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Corelli College,6570771,26327.32,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,All Saints Academy,6602245,26325.98,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,St Mary's Church of England Primary Norwood Green,6599027,26276.37,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Brigshaw High School & Language College,6619568,26268.83,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,The Jubilee Academy,6557173,26250.00,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Moseley Park,6576151,26228.36,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,South Witham Academy (TBC),6616845,26188.90,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,South Witham Academy (TBC),6616847,26188.90,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Queensmead Primary Academy,6619890,26148.00,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Petham Primary School,6593349,26115.57,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Post 16 and Disadvantage Group,Studio West,6599373,26110.49,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Wyedean School and 6th Form Centre,6620162,26092.50,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Post 16 and Disadvantage Group,ETONE COLLEGE,6574787,26086.41,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Exeter Mathematics School,6598693,26041.67,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Gretton Primary School,6573329,26013.15,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,The Ashwood Academy,6601283,26000.00,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Bacup and Rawtenstall Grammar School,6585003,25956.67,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,The Hertfordshire & Essex High School and Science,6620072,25956.60,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Stisted Church of England Primary Academy,6572797,25952.91,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Post 16 and Disadvantage Group,Knutsford Academy The Studio,6599333,25921.32,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Newnham Primary School,6591551,25892.29,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Askwith Community Primary School,6606519,25877.33,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Isle of Portland Aldridge Community Academy,6576177,25876.13,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Nottingham Girls' Academy,6569149,25859.87,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Meppershall Church of England Academy,6590765,25846.63,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Duchy of Lancaster Methwold CofE Primary School,6598279,25840.08,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,St Bede's Catholic Comprehensive School and Sixth,6617240,25836.41,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Cobham Free School,6579605,25833.33,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Hardenhuish School,6557625,25833.33,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Post 16 and Disadvantage Group,The Manor Academy,6568869,25804.41,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Oakwood Primary Academy,6583925,25799.83,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Branston Community Academy,6561925,25796.51,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Post 16 and Disadvantage Group,Carlton Academy,6568131,25775.91,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Woodseaves CE Primary Academy,6604087,25731.21,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Luxulyan School,6609963,25718.66,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Meavy C of E Primary School,6614931,25716.76,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,St Erth Community Primary School,6611455,25674.75,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,South Marston CE Academy,6615997,25673.92,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,South Marston CE Academy,6615999,25673.92,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,The High Arcal School,6574927,25647.87,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Corfe Castle Church of England Primary School,6605513,25634.09,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Professional Services Other,Priority Schools Building Programme - Capital Team 2,Mott MacDonald,850029,25625.08,"Fees / expenses of professionals, for example to implement advice or changes"
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,St. James Church of England Primary Academy,6614235,25607.18,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Post 16 and Disadvantage Group,Ormiston Horizon Academy,6566669,25591.82,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Sproughton Church of England Voluntary Controlled,6609839,25564.85,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Great Addington CofE (VA) Primary School,6601005,25562.04,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Crosby-on-Eden CofE School,6586467,25553.00,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,"St Nicolas' CofE VA School, Downderry",6591989,25540.57,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Baden-Powell and St Peter's Church of England Juni,6619528,25523.29,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,"St James' Church of England First School, Alderhol",6605411,25521.64,Sixth Form funding payments
