Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Post Code,Transaction Number,Payment Description,Total,
Ministry of Defence,Ministry of Defence,28/04/2015,Externally delivered education and training,Land Forces,THE UNIVERSITY OF CUMBRIA,LA1 3JD,462132,External training - civilian,"£28,083.14"
Ministry of Defence,Ministry of Defence,21/04/2015,Design services and minor equipment purchases,Defence Equipment + Support,SOARING (OXFORD) LTD,NG23 5NG,459627,Equipment support non-project costs,"£28,022.03"
Ministry of Defence,Ministry of Defence,23/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,SUFFOLK COASTAL DISTRICT COUNCIL,IP12 1AU,460663,Rent buildings - non civil estate property and married quarter property,"£27,858.52"
Ministry of Defence,Ministry of Defence,21/04/2015,"Transportation of personnel, freight and travel expenses",HO+CS,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,459601,Military short term detached duty,"£27,847.90"
Ministry of Defence,Ministry of Defence,27/04/2015,Fuel for military use,Air Command,BOC LIMITED,M28 2UT,461227,Cost of industrial gas fuel consumed,"£27,799.11"
Ministry of Defence,Ministry of Defence,20/04/2015,Administration,Air Command,APPLEWHITE GIFTS LTD,NG23 6LB,458726,General administration,"£27,780.00"
Ministry of Defence,Ministry of Defence,24/04/2015,Purchase of inventory and services ,JFC,AAH PHARMACEUTICALS LTD,CV2 2TX,460758,Consumption of medical dental and veterinary inventory,"£27,677.00"
Ministry of Defence,Ministry of Defence,30/04/2015,Medical treatment & stores and welfare services,Land Forces,ST OSWALD'S CE PRIMARY SCHOOL,YO32 4LX,463211,Schools + community relations initiatives,"£27,666.00"
Ministry of Defence,Ministry of Defence,09/04/2015,Design services and minor equipment purchases,Defence Equipment + Support,VITAL LINK EUROPE LTD,GU15 3DW,455387,Post design services which are not capitalised,"£27,618.00"
Ministry of Defence,Ministry of Defence,17/04/2015,Design services and minor equipment purchases,Land Forces,CUERDEN CONSULTING LTD,SN3 4UQ,458283,Equipment support project costs,"£27,497.40"
Ministry of Defence,Ministry of Defence,23/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,UTTLESFORD DISTRICT COUNCIL,CB11 4ER,460708,Rent buildings - non civil estate property and married quarter property,"£27,441.58"
Ministry of Defence,Ministry of Defence,27/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,TOWN CENTRE SECURITIES PLC,LS2 8LY,461792,Rent land - non civil estate property + married quarter property,"£27,345.60"
Ministry of Defence,Ministry of Defence,22/04/2015,Medical treatment & stores and welfare services,Air Command,SERVICE FUNDS RAF BRIZE NORTON,OX18 3LX,185675,Recreational facilities costs in support of social work,"£27,324.00"
Ministry of Defence,Ministry of Defence,24/04/2015,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,460794,Cost of other material consumed,"£27,311.44"
Ministry of Defence,Ministry of Defence,20/04/2015,Food and clothing,Land Forces,PULSE FITNESS LTD,CW12 4TW,459092,Cost of purchasing and repairing clothing,"£27,269.86"
Ministry of Defence,Ministry of Defence,21/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,FYLDE BOROUGH COUNCIL,FY8 1LW,459405,Rent buildings - non civil estate property and married quarter property,"£27,228.33"
Ministry of Defence,Ministry of Defence,22/04/2015,"Transportation of personnel, freight and travel expenses",DES Bespoke Trading Entity,HANSA EXPRESS LOGISTICS GMBH,FY8 1LW,5000126546,Freight movement costs,"£27,205.88"
Ministry of Defence,Ministry of Defence,30/04/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,462841,Estate + facilities management services - accommodation inventory + service,"£27,144.89"
Ministry of Defence,Ministry of Defence,17/04/2015,Purchase of inventory and services ,Land Forces,WILLIAMS LEA LIMITED,NR3 1PD,458687,Cost of other material consumed,"£27,122.12"
Ministry of Defence,Council of Reserve Forces and Cadets Association,02/04/2015,Rates/NDR,Infrastructure,London Borough of Barnet,N11 1NP,26,Rates/NDR,"£27,115.00"
Ministry of Defence,Council of Reserve Forces and Cadets Association,02/04/2015,Rates/NDR,Infrastructure,London Borough of Lewisham,SE6 9GY,11,Rates/NDR,"£27,115.00"
Ministry of Defence,Council of Reserve Forces and Cadets Association,02/04/2015,Rates/NDR,Infrastructure,City of Westminster,DA8 9DW,24,Rates/NDR,"£27,115.00"
Ministry of Defence,Ministry of Defence,15/04/2015,Spend on Inventory - General,Defence Equipment + Support,HOBSON & SONS (LONDON) LIMITED,SS7 3AF,457279,Spend on Inventory - General,"£27,093.47"
Ministry of Defence,Ministry of Defence,22/04/2015,Fees for professional services,Air Command,BIRDSTRIKE MANAGEMENT LTD.,YO62 4JN,459780,Fees for professional services excluding legal fees,"£27,091.18"
Ministry of Defence,Ministry of Defence,24/04/2015,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,BRITISH GAS TRADING LIMITED,M16 0TW,460805,Utilities consumed - gas,"£27,080.25"
Ministry of Defence,Ministry of Defence,15/04/2015,IT and communication services,DES Bespoke Trading Entity,SOFTWARE BOX LIMITED,YO61 1ET,457490,Computer equipment costing below the capitalisation threshold,"£27,065.74"
Ministry of Defence,Ministry of Defence,23/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,STAFFORD BOROUGH COUNCIL,ST16 3AQ,460657,Rent buildings - non civil estate property and married quarter property,"£27,011.38"
Ministry of Defence,Ministry of Defence,20/04/2015,Service and civilian recruitment,Air Command,SQUARE PEG MEDIA LIMITED,NW1 6EA,459155,Service recruitment excluding recruitment related external assistance,"£27,000.00"
Ministry of Defence,Council of Reserve Forces and Cadets Association,30/04/2015,Payments to Welfare Assoc,Estates Management,Thames Voyages Ltd,TW12 2EN,561,Payments to Welfare Assoc,"£27,000.00"
Ministry of Defence,Ministry of Defence,24/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,NORTHUMBERLAND COUNTY COUNCIL,NE61 2EF,460994,Rent buildings - non civil estate property and married quarter property,"£26,997.57"
Ministry of Defence,Ministry of Defence,09/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,CARDIFF COUNCIL,CF10 3WD,454909,Rent buildings - non civil estate property and married quarter property,"£26,992.00"
Ministry of Defence,Ministry of Defence,29/04/2015,Fuel for military use,Land Forces,BOC LIMITED,M28 2UT,462234,Cost of industrial gas fuel consumed,"£26,933.05"
Ministry of Defence,Ministry of Defence,29/04/2015,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,ENEL ENERGIA PSA,M28 2UT,5000126816,Utilities consumed - electricity,"£26,871.64"
Ministry of Defence,Ministry of Defence,16/04/2015,Spend on Inventory - General,Defence Equipment + Support,CLEENOL GROUP LTD,OX16 1RB,457710,Spend on Inventory - General,"£26,835.21"
Ministry of Defence,Ministry of Defence,16/04/2015,Estate management,Land Forces,SODEXO LTD,M50 0AL,458068,Estate + facilities management services - accommodation inventory + service,"£26,800.19"
Ministry of Defence,Ministry of Defence,29/04/2015,Externally delivered education and training,Land Forces,CAPITA BUSINESS SERVICES LTD,DL1 9HN,462262,External military training ,"£26,655.00"
Ministry of Defence,Ministry of Defence,16/04/2015,Administration,Land Forces,CITY OF EDINBURGH COUNCIL,EH1 1UF,457706,General administration,"£26,645.30"
Ministry of Defence,Ministry of Defence,10/04/2015,Externally delivered education and training,Land Forces,MAINSTREAM TRAINING LIMITED,ME10 3RY,455747,External military training ,"£26,630.00"
Ministry of Defence,Ministry of Defence,30/04/2015,Medical treatment & stores and welfare services,Land Forces,RAIGMORE PRIMARY SCHOOL,IV2 3UG,463132,Schools + community relations initiatives,"£26,485.00"
Ministry of Defence,Ministry of Defence,16/04/2015,Design services and minor equipment purchases,Defence Equipment + Support,KIDDE GRAVINER LIMITED,SL3 0HB,457847,Equipment support non-project costs,"£26,461.69"
Ministry of Defence,Ministry of Defence,28/04/2015,Fees for professional services,HO+CS,HAVAS PEOPLE LIMITED,EC1M 5NR,461975,Advisory services within communications and marketing including assistance and support in the development of publicising and the promotion of the department,"£26,428.75"
Ministry of Defence,Ministry of Defence,17/04/2015,Design services and minor equipment purchases,Air Command,SAFESKYS LTD,HP11 1LT,458575,Equipment support non-project costs,"£26,400.08"
Ministry of Defence,Ministry of Defence,20/04/2015,Fuel for military use,DEFENCE INFRASTRUCTURE ORGANISATION,WFL (UK) LIMITED,SN15 5DN,459238,Cost of ground diesel fuel consumed,"£26,375.27"
Ministry of Defence,Ministry of Defence,15/04/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK SUPPORT SERVICES LIMITED,BS3 2HQ,5000126294,Estate + facilities management services - accommodation inventory + service,"£26,359.26"
Ministry of Defence,Ministry of Defence,27/04/2015,Spend on Inventory - General,Defence Equipment + Support,COONEEN DEFENCE LIMITED,BT75 0NE,44414,Spend on Inventory - General,"£26,349.89"
Ministry of Defence,Ministry of Defence,27/04/2015,Design services and minor equipment purchases,Defence Equipment + Support,RFD BEAUFORT LIMITED,CH41 1HQ,461662,Equipment support non-project costs,"£26,326.00"
Ministry of Defence,Ministry of Defence,28/04/2015,Design services and minor equipment purchases,JFC,FALKLAND ISLANDS GOVERNMENT,CH41 1HQ,3000012302,Equipment support non-project costs,"£26,307.50"
Ministry of Defence,Ministry of Defence,24/04/2015,Spend on Inventory - General,Defence Equipment + Support,PPG INDUSTRIES (UK) LTD,DL4 2QP,461022,Spend on Inventory - General,"£26,233.80"
Ministry of Defence,Ministry of Defence,30/04/2015,Medical treatment & stores and welfare services,Land Forces,GREAT HOCKHAM PRIMARY SCHOOL (WAYLAND CLUSTER),IP24 1PB,462922,Schools + community relations initiatives,"£26,230.00"
Ministry of Defence,Ministry of Defence,07/04/2015,Design services and minor equipment purchases,Defence Equipment + Support,MPI SERVICES (UK) LIMITED,DT5 1PB,453636,Equipment support project costs,"£26,223.45"
Ministry of Defence,Ministry of Defence,16/04/2015,Payment of utilities,DES Bespoke Trading Entity,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,457724,Utilities consumed - gas,"£26,199.25"
Ministry of Defence,Ministry of Defence,08/04/2015,IT and communication services,DEFENCE INFRASTRUCTURE ORGANISATION,SOFTWARE BOX LIMITED,YO61 1ET,454714,Computer equipment costing below the capitalisation threshold,"£26,193.60"
Ministry of Defence,Ministry of Defence,20/04/2015,Design services and minor equipment purchases,JFC,BRIGGS MARINE CONTRACTORS LIMITED,KY3 9AU,458779,Equipment support non-project costs,"£26,176.31"
Ministry of Defence,Ministry of Defence,08/04/2015,Spend on Inventory - General,Defence Equipment + Support,MARTIN-BAKER AIRCRAFT COMPANY LIMITED,UB9 5AL,454535,Spend on Inventory - General,"£26,152.72"
Ministry of Defence,Council of Reserve Forces and Cadets Association,02/04/2015,Rates/NDR,Infrastructure,Croydon Council,CR9 1BQ,50,Rates/NDR,"£26,129.00"
Ministry of Defence,Ministry of Defence,08/04/2015,"Transportation of personnel, freight and travel expenses",HO+CS,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2E+11,Military short term detached duty,"£26,060.90"
Ministry of Defence,Ministry of Defence,10/04/2015,Service and civilian recruitment,Air Command,CABINET OFFICE,CF14 3UW,455517,Service recruitment excluding recruitment related external assistance,"£26,048.85"
Ministry of Defence,Ministry of Defence,20/04/2015,Spend on Inventory - General,Defence Equipment + Support,WYEDEAN WEAVING COMPANY  LIMITED (THE),BD22 8PA,459244,Spend on Inventory - General,"£26,031.82"
Ministry of Defence,Ministry of Defence,23/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,THREE RIVERS DISTRICT COUNCIL,WD3 1RL,460693,Rent buildings - non civil estate property and married quarter property,"£26,002.79"
Ministry of Defence,Ministry of Defence,30/04/2015,Medical treatment & stores and welfare services,Land Forces,UPTON HEATH C OF E PRIMARY SCHOOL,CH2 1ED,463272,Schools + community relations initiatives,"£26,000.00"
Ministry of Defence,Ministry of Defence,14/04/2015,Externally delivered education and training,Air Command,UNIVERSITY OF LINCOLN,LN6 7TS,457046,External military training ,"£26,000.00"
Ministry of Defence,Ministry of Defence,23/04/2015,Spend on Inventory - General,Defence Equipment + Support,SIGN PLUS LIMITED,KY11 9JH,460632,Spend on Inventory - General,"£25,989.72"
Ministry of Defence,Ministry of Defence,30/04/2015,Spend on Inventory - General,Air Command,FORBO FLOORING UK LIMITED.,KY1 2SB,462905,Spend on Inventory - General,"£25,930.65"
Ministry of Defence,Ministry of Defence,20/04/2015,Fuel for military use,HO+CS,ALLSTAR BUSINESS SOLUTIONS LTD,SN5 6PS,458717,Cost of ground diesel fuel consumed,"£25,913.33"
Ministry of Defence,Council of Reserve Forces and Cadets Association,09/04/2015,Rates/NDR,Infrastructure,Salford City Council,M27 5BW,67,Rates/NDR,"£25,882.00"
Ministry of Defence,Ministry of Defence,27/04/2015,Fees for professional services,Land Forces,EXPERIS LIMITED,EC2M 2RB,461371,Fees for professional services excluding legal fees,"£25,872.52"
Ministry of Defence,Ministry of Defence,23/04/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMBER MERCHANTS LIMITED,BT11 9DT,44399,Estate + facilities management services - accommodation inventory + service,"£25,859.62"
Ministry of Defence,Ministry of Defence,24/04/2015,Estate management,JFC,ASCENSION ISLAND GOVERNMENT,ASCN 1ZZ,460777,Estate + facilities management services - accommodation inventory + service,"£25,740.00"
Ministry of Defence,Ministry of Defence,22/04/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ELIOR UK PLC,SK11 6ET,459916,Estate + facilities management services - accommodation inventory + service,"£25,732.01"
Ministry of Defence,Ministry of Defence,21/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,MAIDSTONE BOROUGH COUNCIL,ME15 6JQ,459478,Rent buildings - non civil estate property and married quarter property,"£25,639.25"
Ministry of Defence,Ministry of Defence,15/04/2015,Spend on Inventory - General,Defence Equipment + Support,EUROCHEM MALVERN LIMITED,WR14 3NB,457234,Spend on Inventory - General,"£25,639.20"
Ministry of Defence,Ministry of Defence,16/04/2015,IT and communication services,JFC,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,457695,Computer equipment costing below the capitalisation threshold,"£25,635.14"
Ministry of Defence,Ministry of Defence,14/04/2015,Purchase of inventory and services ,JFC,AAH PHARMACEUTICALS LTD,CV2 2TX,456563,Consumption of medical dental and veterinary inventory,"£25,594.07"
Ministry of Defence,Ministry of Defence,09/04/2015,Design services and minor equipment purchases,Land Forces,MAN TRUCK & BUS DEUTSCHLANG GMBH,CV2 2TX,5000126104,Equipment support non-project costs,"£25,582.27"
Ministry of Defence,Ministry of Defence,09/04/2015,Fuel for military use,Air Command,BP INTERNATIONAL LIMITED,HP2 4UL,2000024524,Aviation fuel casual uplift consumed,"£25,565.87"
Ministry of Defence,Ministry of Defence,15/04/2015,Spend on Inventory - General,Defence Equipment + Support,RIGHTON LIMITED,BS37 5FF,457452,Spend on Inventory - General,"£25,525.05"
Ministry of Defence,Ministry of Defence,22/04/2015,Estate management,JFC,SERCO LIMITED,RG27 9UY,460128,Works - estate management,"£25,500.38"
Ministry of Defence,Ministry of Defence,08/04/2015,Fees for professional services,DES Bespoke Trading Entity,ASCENTOR LIMITED,GL2 2AQ,454316,Airworthiness Management,"£25,456.00"
Ministry of Defence,Ministry of Defence,08/04/2015,Externally delivered education and training,Land Forces,MAINSTREAM TRAINING LIMITED,ME10 3RY,454525,External military training ,"£25,445.14"
Ministry of Defence,Council of Reserve Forces and Cadets Association,27/04/2015,Injections / Projects RDEL and MNW,Estates Management,Salzer Building Society,,1535,Injections / Projects RDEL and MNW,"£25,425.00"
Ministry of Defence,Ministry of Defence,17/04/2015,Spend on Inventory - General,Defence Equipment + Support,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,458212,Spend on Inventory - General,"£25,401.92"
Ministry of Defence,Ministry of Defence,23/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,WREKIN DISTRICT COUNCIL,TF3 4LD,460744,Rent buildings - non civil estate property and married quarter property,"£25,335.40"
Ministry of Defence,Ministry of Defence,15/04/2015,Fuel for military use,DES Bespoke Trading Entity,CERTAS ENERGY UK LIMITED,WA3 6XG,457164,Cost of ground diesel fuel consumed,"£25,333.08"
Ministry of Defence,United Kingdon Hydrographic Office,26/05/2015,Computer maintenance & hire,Computer maintenance & hire,Just Systems Canada,,2000074011,Computer maintenance & hire,"£25,304.50"
Ministry of Defence,Ministry of Defence,08/04/2015,Administration,Land Forces,BUSINESS IN THE COMMUNITY,N1 7RQ,454364,General administration,"£25,200.00"
Ministry of Defence,Ministry of Defence,20/04/2015,Fuel for military use,Land Forces,CERTAS ENERGY UK LIMITED,WA3 6XG,458816,Cost of ground diesel fuel consumed,"£25,132.75"
