Department,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Home Office,UKBA - UK Border Agency,06/06/2011,IT & Telecoms Components.Standard Software (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1990294,321447.60
Home Office,UKBA - UK Border Agency,17/06/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1998110,314276.36
Home Office,UKBA - UK Border Agency,06/06/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1990053,309476.92
Home Office,UKBA - UK Border Agency,13/06/2011,"Public Order, Security Service.Detention Services Contracts",UKBA - UK Border Agency,G4S CARE & JUSTICE SERVICES (UK) LTD,1980642,305165.01
Home Office,UKBA - UK Border Agency,14/06/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,GLASGOW CITY COUNCIL,1995475,298521.12
Home Office,UKBA - UK Border Agency,07/06/2011,"Law Enforcement & safety Equip.Haulage, Storage & Disp (HSD)",UKBA - UK Border Agency,TNT UK LTD,1991315,289162.63
Home Office,UKBA - UK Border Agency,09/06/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,CARDIFF COUNTY COUNCIL,1992820,258641.45
Home Office,UKBA - UK Border Agency,02/06/2011,IT & Telecoms Components.Standard Software  (FA),UKBA - UK Border Agency,ATOS ORIGIN IT SERVICES UK LIMITED,1982481,257795.76
Home Office,UKBA - UK Border Agency,02/06/2011,"Vehicles, Ships, Airplanes.Vehicle Maint Equip (FA)- PROG",UKBA - UK Border Agency,DAMEN SHIPYARDS GORINCHEM,1988344,248069.48
Home Office,UKBA - UK Border Agency,06/06/2011,"Public Order, Security, Safety.Escorting services",UKBA - UK Border Agency,G4S CARE & JUSTICE SERVICES (UK) LTD,1976354,245132.91
Home Office,UKBA - UK Border Agency,21/06/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,ATOS ORIGIN IT SERVICES UK LIMITED,1999560,240682.30
Home Office,UKBA - UK Border Agency,07/06/2011,Asylum Provision.Asylum serv Cash Supp,UKBA - UK Border Agency,SODEXHO PASS LTD,1990938,231551.16
Home Office,UKBA - UK Border Agency,02/06/2011,Asylum Provision.Asylum Cont Out Serv,UKBA - UK Border Agency,LEGAL SERVICES COMMISSION,1974773,225000.00
Home Office,UKBA - UK Border Agency,29/06/2011,Professional & Admin Services.Residential Rental - PROG,UKBA - UK Border Agency,GVA GRIMLEY,2005971,220462.51
Home Office,UKBA - UK Border Agency,28/06/2011,Professional & Admin Services.Seconded in Staff costs - PROG,UKBA - UK Border Agency,METROPOLITAN POLICE AUTHORITY,2004161,219931.11
Home Office,UKBA - UK Border Agency,08/06/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1992007,214950.00
Home Office,UKBA - UK Border Agency,28/06/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,2004387,214950.00
Home Office,UKBA - UK Border Agency,28/06/2011,Professional & Admin Services.Seconded in Staff costs - PROG,UKBA - UK Border Agency,METROPOLITAN POLICE AUTHORITY,2004164,214720.16
Home Office,UKBA - UK Border Agency,14/06/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1996223,213750.00
Home Office,UKBA - UK Border Agency,30/06/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,PRIORITY PROPERTIES NORTH WEST,2006953,206900.67
Home Office,UKBA - UK Border Agency,06/06/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1990054,200318.78
Home Office,UKBA - UK Border Agency,28/06/2011,Public Order.Voluntary Assisted Return,UKBA - UK Border Agency,CITIBANK INTERNATIONAL PLC,2005016,200000.00
Home Office,UKBA - UK Border Agency,02/06/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,PRIORITY PROPERTIES NORTH WEST,1989223,191467.47
Home Office,UKBA - UK Border Agency,13/06/2011,"Public Order, Security, Safety.Escorting services",UKBA - UK Border Agency,G4S CARE & JUSTICE SERVICES (UK) LTD,1978278,188186.78
Home Office,UKBA - UK Border Agency,29/06/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",UKBA - UK Border Agency,ATOS ORIGIN IT SERVICES UK LIMITED,1986772,187864.80
Home Office,UKBA - UK Border Agency,13/06/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,METROPOLITAN SUPPORT TRUST (EAST MIDLANDS),1990246,186237.73
Home Office,UKBA - UK Border Agency,16/06/2011,"Public Order, Security Service.Detention Services Contracts",UKBA - UK Border Agency,G4S CARE & JUSTICE SERVICES (UK) LTD,1980638,183366.70
Home Office,UKBA - UK Border Agency,24/06/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,2002204,172100.90
Home Office,UKBA - UK Border Agency,14/06/2011,"IT, Broadcasting & Telecomms.IT Run Costs other -Prog",UKBA - UK Border Agency,SPECIALIST COMPUTER CENTRES PLC,1995581,166524.76
Home Office,UKBA - UK Border Agency,28/06/2011,Storage & Mail Services.Messenger & Reception Services,UKBA - UK Border Agency,SIEMENS BUSINESS SERVICES LTD,1969484,165567.12
Home Office,UKBA - UK Border Agency,07/06/2011,Storage & Mail Services.Messenger & Reception Services,UKBA - UK Border Agency,EAMUS CORK SOLUTIONS,1991027,161322.54
Home Office,UKBA - UK Border Agency,06/06/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1990056,157910.66
Home Office,UKBA - UK Border Agency,07/06/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,UNITED PROPERTY MANAGEMENT,1991317,156705.52
Home Office,UKBA - UK Border Agency,28/06/2011,"Public Order, Security, Safety.Domestic Escort Services",UKBA - UK Border Agency,RELIANCE SECURE TASK MANAGEMENT,1993429,156200.40
Home Office,UKBA - UK Border Agency,06/06/2011,"Public Order, Security Service.Detention Services Contracts",UKBA - UK Border Agency,SERCO  LTD,1976153,152623.73
Home Office,UKBA - UK Border Agency,30/06/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,PRIORITY PROPERTIES NORTH WEST,2006952,149986.08
Home Office,UKBA - UK Border Agency,08/06/2011,"Public Order, Security Service.Detention Services Contracts",UKBA - UK Border Agency,THE GEO GROUP UK LTD,1990163,148475.90
Home Office,UKBA - UK Border Agency,28/06/2011,Storage & Mail Services.Messenger & Reception Services,UKBA - UK Border Agency,SIEMENS BUSINESS SERVICES LTD,1989085,147874.30
Home Office,UKBA - UK Border Agency,16/06/2011,"Public Order, Security, Safety.Security Guard Services - PROG",UKBA - UK Border Agency,OCS GROUP UK LTD,1993400,146430.48
Home Office,UKBA - UK Border Agency,09/06/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1992713,144276.00
Home Office,UKBA - UK Border Agency,03/06/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,ANGEL GROUP,1989475,142327.55
Home Office,UKBA - UK Border Agency,03/06/2011,"Science, Technical & Research.Computer services - PROG",UKBA - UK Border Agency,FUJITSU SERVICES (ALCEDO) LIMITED,1973188,140567.96
Home Office,UKBA - UK Border Agency,17/06/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,NORTHERN IRELAND HOUSING EXEC,1998302,139534.53
Home Office,UKBA - UK Border Agency,03/06/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1989379,135303.43
Home Office,UKBA - UK Border Agency,27/06/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,ATOS ORIGIN IT SERVICES UK LIMITED,2003162,133870.16
Home Office,UKBA - UK Border Agency,24/06/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,2002208,133785.42
Home Office,UKBA - UK Border Agency,22/06/2011,Asylum Provision.Asylum serv Sect4Vouchers,UKBA - UK Border Agency,SODEXHO PASS LTD,2000471,128146.76
Home Office,UKBA - UK Border Agency,07/06/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1990871,127352.35
Home Office,UKBA - UK Border Agency,07/06/2011,Asylum Provision.Asylum serv Sect4Vouchers,UKBA - UK Border Agency,SODEXHO PASS LTD,1990937,127074.73
Home Office,UKBA - UK Border Agency,07/06/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1987842,126259.06
Home Office,UKBA - UK Border Agency,27/06/2011,Asylum Provision.Asylum serv Sect4Vouchers,UKBA - UK Border Agency,SODEXHO PASS LTD,2003189,126130.29
Home Office,UKBA - UK Border Agency,14/06/2011,Asylum Provision.Asylum serv Sect4Vouchers,UKBA - UK Border Agency,SODEXHO PASS LTD,1995417,124869.13
Home Office,UKBA - UK Border Agency,28/06/2011,"Public Order, Security, Safety.Domestic Escort Services",UKBA - UK Border Agency,RELIANCE SECURE TASK MANAGEMENT,1993343,124030.80
Home Office,UKBA - UK Border Agency,02/06/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,PRIORITY PROPERTIES NORTH WEST,1989221,123513.74
Home Office,UKBA - UK Border Agency,06/06/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1990063,116202.50
Home Office,UKBA - UK Border Agency,17/06/2011,"Public Order, Security, Safety.Escorting services",UKBA - UK Border Agency,G4S CARE & JUSTICE SERVICES (UK) LTD,1976364,110454.05
Home Office,UKBA - UK Border Agency,03/06/2011,"Science, Technical & Research.Computer services - PROG",UKBA - UK Border Agency,FUJITSU SERVICES (ALCEDO) LIMITED,1989288,105946.70
Home Office,UKBA - UK Border Agency,24/06/2011,"Transport, Storage & Mail Serv.Visa stock",UKBA - UK Border Agency,3M SECURITY PRINTING & SYSTEMS LTD,1974530,104522.40
Home Office,UKBA - UK Border Agency,24/06/2011,"Transport, Storage & Mail Serv.Visa stock",UKBA - UK Border Agency,3M SECURITY PRINTING & SYSTEMS LTD,1989422,98172.00
Home Office,UKBA - UK Border Agency,21/06/2011,IT & Telecommunications.IT & Telecommunications - PROG,UKBA - UK Border Agency,MORPHO UK LTD,1974676,97500.00
Home Office,UKBA - UK Border Agency,30/06/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,2006866,97030.90
Home Office,UKBA - UK Border Agency,03/06/2011,Politics & Civic Affairs.REFUGEE PROG. SECT 95,UKBA - UK Border Agency,ANGEL GROUP,1989473,96287.34
Home Office,UKBA - UK Border Agency,29/06/2011,"Public Order, Security, Safety.Confinement Surveillance",UKBA - UK Border Agency,SERCO  LTD,1993331,94927.82
Home Office,UKBA - UK Border Agency,13/06/2011,"Public Order, Security Service.Detention Services Contracts",UKBA - UK Border Agency,SERCO  LTD,1976151,92807.88
Home Office,UKBA - UK Border Agency,27/06/2011,"Public Order, Security Service.Detention Services Contracts",UKBA - UK Border Agency,SERCO  LTD,1989285,92807.88
Home Office,UKBA - UK Border Agency,09/06/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,SPECIALIST COMPUTER CENTRES PLC,1991307,92168.66
Home Office,UKBA - UK Border Agency,20/06/2011,"Public Order, Security, Safety.Escorting services",UKBA - UK Border Agency,G4S CARE & JUSTICE SERVICES (UK) LTD,1957266,90792.30
Home Office,UKBA - UK Border Agency,22/06/2011,Asylum Services.Public Expense Removals,UKBA - UK Border Agency,CARLSON WAGONLIT TRAVEL,1999406,89170.68
